utterance,intent
"In other news, a man called me ‘scary looking’ at Whole Foods yesterday and then asked to use me for his art",not sarcastic
Anyone else getting goosebumps watching @TomDaley1994 ? Incredible 🥺❤️,not sarcastic
Why am I sad for no reason ALL THE TIME,not sarcastic
"Nero for Wii U - Should we be thinking Journey with jellyfish? Take a look at the fantastic trailer, courtesy of @stcware ! Truly stunning.",not sarcastic
what does Coldplay put into their music that makes me always want to cry???,not sarcastic
@kidcuisine98 Based confidence and believing in proper eye contact-pilled!,sarcastic
yeah your girl is fine but does she pass out while giving blood,sarcastic
can i get a yeet yeEt for anxiety?,not sarcastic
should i skip class just to listen to phoebe and maggie’s iris cover on repeat? i think yes,not sarcastic
How is Fields not the starter,not sarcastic
@dailystar Wake up babe new bladee,not sarcastic
"If you are a grown adult and you are riding a razor scooter around, please grow up. Best regards",not sarcastic
"No offense, but I actually really enjoy seeing what music everyone is jamming to via social media. Keep doing that cause music is cool",not sarcastic
@terryflewers @lfcsonny Has he given any clarification regarding what age Harvey Elliott needs to be before you can tackle him?,sarcastic
My best friend rly is my soulmate,not sarcastic
"Well, I had hoped the election would be called in time for my quarter-century birthday two days ago, but I’ll accept this belated present from my fellow Americans. #BidenHarris2020 #election",not sarcastic
people who advocate for an edit button haven’t really thought about how disastrous that would be,not sarcastic
i love when i respond to my professor immediately after she emailed me and i still haven’t gotten a response :)) (it’s been almost 4 hours) :)),sarcastic
I miss California. 💔,not sarcastic
love how badly i embarrass myself on nights out how iconic X,sarcastic
So excited to start this job!😊,sarcastic
#McflyAllAboutUs got me right in the feels ❤️,not sarcastic
"You don't realize how much you need the homies until you get back together after a couple years. 

Gotta get out of your thoughts and comfort zone sometimes and just exist with the real ones.",not sarcastic
Why do I get updates for bloody football all the time…,not sarcastic
BBC News - Andrea Levy: Small Island and Long Song author dies aged 62 https://t.co/iuSGxdxVHS,not sarcastic
Elaine Quijano exhibits roughly the same amount of control over this debate as two rabbits do on their first date.,sarcastic
"All I needed was some Lady Gaga and some Nicki on there and I think I could just use my Spotify Wrapped as a coming out post 💅
(Also was in the top 0.5% of Conan Gray’s fans, not to flex) https://t.co/tpREOJgevj",not sarcastic
#TheReceiptsPodcast got me listening to old school Usher 🤩👏,not sarcastic
I just don’t think it’s too much to have a perfect life with absolutely no problems 🤷🏻‍♀️,sarcastic
GET YOUR VACCINES WHEN YOU CAN PEOPLE https://t.co/32UHMI4WJj,not sarcastic
"An inspiring afternoon spent hearing the impact of #FGM first hand, from an incredible survivor.

One in three women will experience gender-based violence in their lifetime. A shocking statistic that brings home the prevalence of this issue. https://t.co/UBhvWT3dAi",not sarcastic
Home made pizza is in the oven! We've made one each so there'll be leftovers for lunch tomorrow. 😋,not sarcastic
"The word “legend” gets bandied about... ah #fozzy wherever you are, I hope you’re ok pal 😂 @RadioX @ChrisMoyles",not sarcastic
"Every time I hear the drop on Pressure - @MartinGarrix, All I can see is @danielricciardo 💁‍♂️🤷‍♂️
 
https://t.co/VFDBWuZwFi",not sarcastic
"Rewatching Wonder Woman tonight and I forgot *just* how much I love this film 💛 

""When you see something wrong in the world you can either do nothing or do something, and I already tried doing nothing."" https://t.co/XMsx7E6dvF",not sarcastic
"If you build your life on God’s love, suffering drives you deeper into the source of your joy. If you build your life on worldly things when suffering comes it will drive you away from your joy",not sarcastic
@RealCarlVernon The only thing in danger of being spread is good sense!,not sarcastic
my neighbors taunting me outside my office window by chilling in their hot tub every remotely warm day whilst I sit here on back-to-back zooms all day every day. the audacity is astonishing.,sarcastic
"Cool guy in a big truck honked really long at the garbage truck because it slowed down to turn; I felt he wanted everyone to know how cool he is, so I decided to tweet about it on his behalf.",sarcastic
"Lucky for 2nd placed Brentford that there's no stand out team like Leeds this year, or they might have no chance of winning the league. #ncfc",sarcastic
days before rodeo is Travis Scott's best project,not sarcastic
"I wanted to be so much harsher about Zoom meetings.

https://t.co/fR3GcEjvOV",not sarcastic
@mikk2k2 @ArgoBlockchain All/any updates are fully appreciated Mike. Many thanks,not sarcastic
omg my ships are gonna love what taylor swift has done for them,sarcastic
Remarkable how little some of us will leave behind,not sarcastic
Anyone else wanna ruin me day x,sarcastic
did SM change the DCM thumbnail??,not sarcastic
WHO LET THE LAUNDRY PILE UP 5 BASKETS. Goodness.,sarcastic
"I've started an etsy shop selling handmade clay earrings, scrunchies + soy wax melts! If you want to #shopsmall this xmas follow https://t.co/xE61WGtOiw + https://t.co/skxXufeyx0  We have zero single use plastic packaging AND I'm looking to work with bloggers! #bloggersrequired https://t.co/T45vwzKebD",not sarcastic
You know it's March madness when my Twitter feed is just @littlechov ranting about the current game.,not sarcastic
I can’t imagine being a POC in America right now- seeing the epitome of white privilege as this people with guns storm into a government building &amp; yet are not being tear gassed or shot at.,not sarcastic
Learned that a Pokemon card I own has been selling for a high price lately so this is a great time to have no idea where my cards are.,not sarcastic
"Men love making women think they were the problem when they finally decide to leave after putting up with mistreatment for god knows how long 

“You were supposed to be my ride or die 😩”

Okay, so die then.",sarcastic
thinking about when i told my old coworker i had a gf and she said i was ‘so brave’,not sarcastic
Nothing warms my heart more than seeing everybody come together and attack Westside’s administration ❤️ #WycoPride #YeeYee,sarcastic
"Can media, press, and general dickheads stop spinning the narrative that it’s a women’s job to stay safe and vigilant when they have not experienced themselves how terrifying it is walking alone at any given time of the day? https://t.co/85yKt7Xngm",not sarcastic
Isn’t the Great British Menu a repeat? Was it absolutely essential to take the snooker off air on BBC2? #bbcsnooker #snooker,not sarcastic
I just wanna do hot girl shit with my friends,not sarcastic
I'm glad I'm vacationing in a state where I can wear my shades the entire time without people questioning it,not sarcastic
"I think I’ve watched the #AfterLife outtakes more than the actual series. Both are brilliant, but the outtakes are non-stop @rickygervais cracking up and I hope there’s more of it in series 3!",not sarcastic
The receptionist told me that I needed a referral to the cardiologist even though I have been in and out of that department since I was born (she was wrong) I was just sitting on the phone like 👁👄👁 okay???,not sarcastic
"Glad today is over and the weeekend
is almost here.",not sarcastic
"Thanks to India for being so inept. I was hoping for a full day of cricket, got snacks and everything. Cheers. You could have at least tried. #bbccricket #INDvENG #ENGvsIND #Cricket",sarcastic
"@Mythical So worried about him. But if you're looking to save him, based on the topography I'd say it's somewhere on the east coast. Perhaps the Carolinas?",sarcastic
"Dear @krispykremeUK,

I see your enticing #Thanksgiving offer that ends on 2 Dec.

I wanted to ask if you're aware that #Chanukah starts on 10 Dec, continues for 8 days &amp; that traditional Chanukah fare is actually #DOUGHNUTS ?? 🍩🍩

#justsaying #AskingForAFriend  #opportunity",sarcastic
"What a showing from the whole squad. Champions down, Grealish and Sterling pocketed, no Kane needed, Dreamland. COME ON YOU SPURS #COYS #TOTMCI",not sarcastic
"Sometimes I feel like all this effort is just like sticking diamond encrusted alloys on a knackered Corsa. I mean, shit is what it is at the end of the day.",sarcastic
Bring on diallo ffs. Nothing is working rn.,not sarcastic
"If I said something like, ""I drank hot chocolate and ice water in tandem."" Would it be correct? Meaning I drank first one, then the other.",not sarcastic
Most depressing thing about living in a damp student room: even my fake flowers are wilting.,not sarcastic
someone hit me w a horse tranquilizer istg ive been in a pool of sweat for 6 hours and i havent slept im so tired but i love my friend so much and oh my fucking god i cant rn,sarcastic
i have bags under my eyes because im tired of your bs:),sarcastic
"Well, what a way to ruin Easter. Thanks @CadburyUK https://t.co/zkkguY2g6M",sarcastic
"Got some beers in for the keynote, roll on 6pm",not sarcastic
There are people who say there is no hope left in the world... but those people have not just booked tickets to see Creeper!!! #creeper #gigs #excited,not sarcastic
"oh also, my song with my middle school boyfriend was “143” by Bobby Brackins!! i really peaked geez",sarcastic
why was suite life on deck not called zack and cody on a boaty??? missed opportunity,not sarcastic
Turned 25 today but woke up with $600 from the IRS in my bank account so quarter life crisis has been postponed,sarcastic
"to be completely honest, my ego is MASSIVE and i’m not even sorry abt it :))",not sarcastic
"@IwriteOK Narcissists have a way of making people fight like hell to be loved and noticed by them

It's kind of impressive, in a fucked up way",not sarcastic
im about to just walk into a place and start working then and there and they'll have no choice but to hire me on the spot,sarcastic
"why do i get ripped to shreds about shopping in primark, their crop tops are stunning and cheap so why not?! I don’t earn money to waste it 🙃",not sarcastic
"As colleges begin making fall re-opening announcments, remember that if your school is reopening this fall, it's not because it's suddenly safe or the pandemic is over. 

It's because they want your money.",not sarcastic
spent my entire lunch break defending trans rights to my boss and other execs so if anyone needs me I will be looking for a new job,not sarcastic
I love the sims but all I do is make gay vampires,not sarcastic
I yearn to sing like Christy Altomare so badly.,not sarcastic
Replace Pelosi #Nancy,not sarcastic
"Absolutely LOVE spider season! I love crying in fear. I love not being able to sleep. I love people telling me that I'm being ridiculous. I love hearing ""it's not gonna hurt ye"". I love using every orange peel, conker and peppermint oil known to man. I love fear. 😑",sarcastic
"@sainsburys perhaps you could make your shop mobile and take essential items to hospitals, and other key places,  so it makes it easier for staff to get items they need",not sarcastic
@_Priya_R @ZebrafishRock Have you tried Steve Wilson at UCL?,not sarcastic
Strong people have no need to bully. Bullies are never strong. Shouting and losing your temper are not signs of strength.,not sarcastic
"We have changed our name on here to keep family from finding us, we are still didivination just look different.",not sarcastic
"I’m sorry, but if you message me on Instagram wanting me to help you sell your fit tea and wraps, I’m leaving you on read. 🙃",sarcastic
i wish i had a boyfriend for the sole purpose of building my ikea furniture for me,not sarcastic
Lol at my life :),sarcastic
NEW MUSIC TOMORROW !!,not sarcastic
"@miiniigun I feel that 100%, my anxiety stops me from talking to so many people. I've let so many friendships die because I can't push myself to talk to them.",not sarcastic
"@chicagobullsbot Devon Dotson also got the qualifying offer, just hasn’t been signed yet unlike Javonte Green. So we’re most likely looking at two open roster spots left.",not sarcastic
in 2017 when the wrecks opened for atl on ✨that✨ tour I knew they were just gonna get better and better and I have been So correct,not sarcastic
"One point of correction though (literally artistic licence!). At present, exercise has been shown to be effective in other autoimmune conditions but not specifically in APS.",not sarcastic
Christmas sucked. Didn't get the heelys I wanted so how am I supposed get these ladies to swoon.,not sarcastic
im going to decorate my eribong wish me luck,not sarcastic
"Listen if you can’t laugh at “badly sprained your ankle doing a Mamma Mia themed Zumba video alone in your apartment in year two of a global pandemic and are now on bed rest for a week”, what can you laugh at",not sarcastic
"Can anyone enlighten me as to what is near Imperial Wharf on the Overground such that a lot of people alight in the AM peak and board in the PM? Didn't know there were offices there, thought it was residential?",not sarcastic
Bristol is absolutely littered with students!! Glad I never was one🙈,sarcastic
what it do babyyy🤠 https://t.co/HBvMmOOTZG,not sarcastic
NOBODY TOLD ME that you can KNIT CLOTHING for the FARM ANIMALS in cottage living. This is my life now.,not sarcastic
Billy Gunn sorta relevant for the first time in years...,sarcastic
happy creme egg mcflurry day,not sarcastic
"I’ve grown a lot . When people say slick shit , I just laugh nowadays🤣🤷🏾‍♀️ If you ain’t coming to me w no REAL money .. DO NOT HIT MY PHONE 😊💪🏾",not sarcastic
"Why do people keep posting TikToks with their HEADPHONE WIRES ALL KNOTTED????? I CAN NOT COPE WITH THIS, why wouldn’t you sort out that wirey mess pls🥺🥺",not sarcastic
It is midnight. On a Thursday. My roommates decided that right now is probably a really good time to both play French horn in the living room. W H Y,not sarcastic
Got razor burn on my mf armpits so that’s it this pain ain’t worth societal expectations on women,not sarcastic
"Just been told I need to resit a piece of coursework, it's due on the 15th! And I go on holiday on the 10th! Fml!!!",not sarcastic
i just wanna move to italy already,not sarcastic
"5 star personality
4.8 star uber rating",not sarcastic
"Currently bombing aces on the volleyball court and math tests in the classroom.
#StudentAthlete",sarcastic
Hailey convinced Tayler that putting a spoon in the microwave to scoop ice cream faster was a good idea,sarcastic
"Thanks @Tesco for not informing me that my click and collect order had been cancelled when my account says it's ready to collect my partner has had to travel unnecessarily to Stafford and we still don't have our shopping, good diet I guess having to wait for my 26th delivery slot https://t.co/xq9oXEkw8o",sarcastic
i can’t believe quorn chicken nuggets are that good,not sarcastic
"@alex_jantz As a self-appointed rep of Baylor, we would welcome you back anytime",not sarcastic
y’all were all vote-blue-no-matter-who till bernie sanders dropped out . hmmm where’s that same energy 😔😪😭,not sarcastic
do i just blast maneskin to get hyped for my osce or??,sarcastic
Petition to call erections social dickstanding,sarcastic
men are so grimey,not sarcastic
I’m at the age where i’m excited about casseroles. i’m s c a r e d,not sarcastic
My mouth while drunk….. unstoppable,not sarcastic
I love me some cupcakes! Especially Sprinkles. #CupcakeATM http://t.co/TPA7ZM8Nsf,not sarcastic
@williamhanson As I said yesterday- I speak the truth! Thanks a lot for a great talk I know the entire year enjoyed it though I roughly and learnt a lot.,not sarcastic
Just redownloaded the @achievement app - let's see if it improves my exercise routine!,sarcastic
"What's the German word for when you start a podcast when it's already 2 years old, but now you've caught up to present-day and you have to wait every week for a new episode instead of blitzing through 3 months' worth of content in one day ?",not sarcastic
@Diktweet2 @JeffTweet68 @RepAndyBiggsAZ You can call it whatever but it was stupid and not an inserection...if it was there would have been arms and the building would have been taken over and btw....it has been proven non Republican militia were in there also involved and present,not sarcastic
All I’ve thought about for the last six months is wine. But expensive wine that you can only have once for your birthday and can never afford again.,not sarcastic
"This has NOTHING to do with what happened. What she was doing 6 months before - good, bad, medium - makes no difference to what happened on that day. https://t.co/0zGa3R9d1v",not sarcastic
I never feel more empowered than when I’m listening to ‘this is me’ from camp rock,sarcastic
just found ive been walking on a broken foot for the past 6 months 🤪🤪🤪,sarcastic
"Tried okra for the first time from Tesco. Absolutely delicious.
#TriedForLess",not sarcastic
really glad my breakdown and intrusive thoughts telling me to move to Europe are happening mid-COVID,not sarcastic
it’s Songkran right now in Thailand and I wish I was there😩😩,not sarcastic
"If you replaced every 1 million dollars Jeff Bezos is worth for 1 dollar, he would have $200,000, which is still more wealth than is owned by millions of Americans.",not sarcastic
Every year I watch Soccer Aid and I always forget that Mark Wright is an actually good footballer,not sarcastic
@TSM_Leffen I mean Japan was the favorite https://t.co/0H6FXmjzF5,not sarcastic
AS SHE SHOULD https://t.co/v1p2hHIC1i,not sarcastic
Might just fuck around and take some horse dewormer for the thrill of if. Maybe I’ll feel something,sarcastic
"A Christmas story. About three years ago my Mum told me that she’d bought me a present: she wasn’t sure if I’d like it, whether it was my kind of thing or not, but she’d loved it so she’d bought it and put it away. And then she lost it. https://t.co/r9lxwYE7p7",not sarcastic
Happy Birthday to Chris Lowe of Pet Shop Boys. Your music is the backbone of my existence. #chrislowe #happybirthdaychrislowe #petshopboys https://t.co/pqYRY6HfdB,not sarcastic
Can't put into words how buzzing I am that #LineOfDuty is back,not sarcastic
I'm the highest I'll ever be on 420 in my life! I'm on an airplane duh,sarcastic
rom coms from the 2000s are simply built different,not sarcastic
My mother is going to Bonnaroo today I love her,not sarcastic
"Wait didn’t covid go away?? It’s after November third so it definitely should be gone now...wait...I’m confused...121,000 cases in a day? You’re telling me THE WHOLE WORLD didn’t fake a pandemic for the US election? No way...",sarcastic
I hate when people rag on Arthur’s name without knowing the meaning behind it. Arthur was named after Mikeys great great uncle who committed suicide at the age of 30. Grandpa says he was one of the most generous men he ever knew and was a very special guy to grandpa 💛,not sarcastic
I should’ve called in 🥴,not sarcastic
"@faith_hi @PalmerReport Ahh yes, quick peek at your page and you obviously know everything. Thank you for the enlightenment.😂",sarcastic
"Very proud to work for such an amazing trust, with such fab people @nhsuhcw #BBCHospital 💙",not sarcastic
"It's also true; it's about a dream I had where I was living the videogame Doom (and kicking ass, to be fair). I've been playing through Doom Eternal recently, maybe that's what's brought I'm Not A Commando to the front of my mind.

Anyway:",not sarcastic
"@VolphanCarol @littlewhitty @mysticalmanatee I did too, and I also reported Cancun Cruz not worrying about the heartbeats of his constituents without electricity or heat when he fled to Mexico.",sarcastic
"Day 2348 in lockdown. Never in my life did I think I would utter the words ""I've disinfected the chocolate"". #coronalockdownuk",sarcastic
I never thought I’d have a mortal enemy but it’s whoever keeps printing on blue paper and then leaving like 5-10 blue sheets in the math room copier when they’re done for the next unsuspecting person,sarcastic
"Pissed off at @TMobile_USA and just want out of my contract, but I'm sure that would just be way too easy, ugh :(",sarcastic
going to class! https://t.co/VgCWGl9YTG,not sarcastic
Ayeee it’s officially “I’m not even your girl” season 😛,sarcastic
Birthday in 9 days and home in 15 👍😁,not sarcastic
#GrowingUpWithMyName no my siblings names are not autumn spring or winter and NO it's not funny when you call me any other season,not sarcastic
Lutalo's back. Now would be a great time to announce his Strictly participation... #bbcolympics #Olympics,not sarcastic
because my neighbours are just so unbelievably loud as of recent I’m whacking out my speaker and blasting Harry Styles. modern problems require modern solutions,not sarcastic
"After my Holland &amp; Barrett parcel was damaged on its way to me, I had to send probably the most middle class e-mail of my life, asking them to please resend the order ASAP as I was running out of kombucha.",not sarcastic
naming my son onickolas in honor of my love for @NICKIMINAJ,sarcastic
I am so ridiculously proud of the job I do!💜,not sarcastic
IF ONLY PEOPLE WOULD RAKE THE FORESTS. #Debate2020,sarcastic
"@GabeInk @Reecee_yt Agreed; I played through the entire mainline metroid series for the first time this summer and Other M wasn't nearly as bad as people say. Certainly far from the best metroid game, but still a good time.",not sarcastic
notion please add an annotation tool…I love u so much but the run arounds I gotta do for annotations are insane 😭😭,not sarcastic
So do men really not understand the expenses of raising a child or is it willful ignorance to vilify the women in their lives? Or some kind of terrible combo?,not sarcastic
Agreeing with the right to dunk on the centre is the real dialectical materialism,sarcastic
"Whoever’s toddler ass sprayed the entire toilet backstage, I hope you stub your toe and bite your tongue really hard. also you were clearly dehydrated, go drink some damn water like an adult",sarcastic
true friendship is actually magical and i think the internet has reduced it down to mere likes and hobbies when its more like a soul meeting another than anything else,not sarcastic
hey.................jus wonderin if u might wanna get some coffee w me sometime n defund the police together.. lmk,not sarcastic
My dad is bringing me home Spider-Man Vans from Spain I cannot wait 🙌🏼,not sarcastic
I’m well taken care of over here😊😊,not sarcastic
Every time I see an establishment with paper straws I turn a little bit Republican,sarcastic
@vaesfa @RepTenney Agree with all that he said with the previso that civilians and arms leave before the last of the troops left....that was Biden's huge error,not sarcastic
milk and cookies are an undefeated delicacy,not sarcastic
I miss frenemies so much,not sarcastic
I. Am. So. Tired. And impatient. And cranky. SOS. https://t.co/f7UPtIybWV,not sarcastic
"cannot believe i was at an actual gig tonight and now i’m on my way to an actual nightclub, truly feel like me again i am thriving",not sarcastic
I’m waiting for this yt at work to just just hit me so I can hit him back,not sarcastic
"One of these days I want Scar to say something absolutely weird, like his brand of weird, and whoever he’s having a conversation with to just go “what the fuck Scar?” in absolute baffling confusion",not sarcastic
I like making food and then not eating it to assert my dominance,sarcastic
does ur dad hate you for no reason or are you normal?,sarcastic
"@AsdaServiceTeam imagine your delivery being 2 hours late, and imagine calling up your service team only for them to hang up at 10pm, coincidentally the same time the office closes. But it’s okay, my £3 delivery fee is being refunded though 👊🏻",not sarcastic
bring back theme songs!!!,not sarcastic
my worst enemy is the lil machine at the eye doctor's that shoots a puff of air into your eyes,not sarcastic
@FrankHassleYT Why is his face blurred,not sarcastic
"I disturbed a small #wildlife meeting this morning on my short cycle ride: a squirrel, 4 green woodpeckers and a rabbit all hopped, scampered or flew off in different directions as I came past. Like a scene from Snow White or Bambi. 
Felt #blessed to be out (still #shielding).",not sarcastic
I want to touch alex caruso’s bald head,not sarcastic
@ThePartridgePod Defrost the freezer with the cast of Hollyoaks. Any of them that wanted an extra fun trip could pop to the recycling centre with some empty pesto jars. Magic.,sarcastic
"Well done @WestHam and @premierleague, great leadership! https://t.co/4IPXaK0Jpu",not sarcastic
former ww2 boys have a kink for polish women,not sarcastic
@BorisJohnson @MattHancock Oh really?,sarcastic
Being able to “like” messages is the worst thing to happen to texting. I just told my mom I wouldn’t be home for dinner and she liked it,not sarcastic
"if Covid didn’t happen, I’d have free travel round the country now smh",not sarcastic
Men will literally fake an injury on the football field instead of going to therapy,sarcastic
“there is no greater joy than to have an endlessly changing horizon”,not sarcastic
What I’d do to be able to get the sims on my Switch 😩,not sarcastic
babe stop i’m about to gleek,sarcastic
Wow the realization that I now never have to take a language class ever again just hit me and I feel like I could float on a cloud with that weight off my shoulders,not sarcastic
Still time to apply for our Clinic Supervisor post… https://t.co/A2JZjjHo6R,not sarcastic
This time last year 🌈💛 there may not be a parade today but the fight for equality never stops. Celebrating with a socially distanced Pride D&amp;D session! #PRIDE2020 https://t.co/pKA4QU5UDi,not sarcastic
not enough essays about hozier saying “i slithered here from eden just to sit outside your door” and all of the implications that go along w it,not sarcastic
"“I don’t have time to think about ‘color’ or be sensitive.”

That’s… that’s literally white privilege. Like, you do you, but acknowledge that your being able to do that is a privilege because aspects of your identity aren’t under constant cultural scrutiny and attack",not sarcastic
Overheard as my 13 year old games with a friend: 'You smell like tartare sauce!' #MontyPythonesqueDisses,not sarcastic
"Angela Merkel: doctorate in Quantum Chemistry

Leo Varadkar: worked for years as a GP

Boris Johnson: once accidentally called ping-pong “wiff-waff”",not sarcastic
someone please explain to me how our queen @taylorswift13 had time to create the masterpiece(!!!) of #evermorealbum while soaking in folklore’s success AND re-recording 5 previous albums?!!! she is too good to us 💙💙,not sarcastic
@abhiishekkkkkk @FCBGox Did you even watch a single la Liga madrid game last season bruh Varane isn’t that good anymore,sarcastic
@gcntweet how has Marcel Kittle been allowed to use disc brakes his year??,not sarcastic
Jaegermeister did 9/11,sarcastic
"Also, hopefully and presumably, the Magic front office continuing to do right by players. Give an opportunity - develop - let them go to a better situation. That's the way to do it.",not sarcastic
That rest stop was so stressful I forgot to pee 😩,not sarcastic
"Can’t wait to get home take a big ass antihistamine and roll in some topical steroids.

Damn it, skin! What did I ever do to you?!?!",sarcastic
i hate when that guy on tiktok is all “i uNdeRsTAnd iTs eASy tO keEp wAtChInG vIdEos..” LIKE BRO MIND YA BUSINESS,not sarcastic
Where is the Chancellor? Please check the back of your sofas.,sarcastic
I’m gonna miss scantrons shortening my name to “Christ” after 16 years,sarcastic
i have this reoccurring nightmare where i accidentally forget to put on shoes before school and i have to spend the whole day barefoot,not sarcastic
Just want to say well done to every single person who has received their A Level results today ❤️,not sarcastic
"Networking, networking and networking - big message from today’s key note speakers #PRS2021",not sarcastic
it’s literally so hard being this hot and sexy and beautiful everyday,sarcastic
Love seeing 15 year olds being vaccinated in the states when I have to wait till the end of June for my first one,sarcastic
I couldn’t have imagined how much fun I would have with people I’ve met through streaming. I’m so thankful to live in this timeline even if it is relatively garbage.,not sarcastic
"employer: so what are your strengths
me: i’m smart i’m funny i’m nice i’m cool i’m creative i’m hardworking i’m made of wood i’m honest i’m fast i’m awesome i’m hot i’m chronically ill i’m little i’m in demand i’m",sarcastic
Trains are so unreliable 🙄,not sarcastic
"You guys, how cool would a British version of Breaking Bad be?

Lol jk, they have universal health care so Walter White would never have to resort to cooking meth in a trailer to be able to fund his cancer treatment.",sarcastic
i’ve stood up for myself and what i want/need more in the last 6 months than i have in my entire life and of that i am proud,not sarcastic
"I feel like most teens/women are not told that hormonal contraceptives increase their risk for cancer before going on birth control, and that’s messed up",not sarcastic
okay but like the say so song ain’t that bad. I’m unironically jam to it lmao,sarcastic
@funder Great! Tells the truth even when it’s not pleasant. I love how honest he is and tells the American people everything they need to know.,not sarcastic
man savathuns design is so fuckin creepy I love her.,not sarcastic
Need a new job 🙄,not sarcastic
Love it when someone buys a £175 coffee machine in Paris with my debit card 😕,sarcastic
If Nick Lachey wins TMS I will be so bitter.,not sarcastic
Feel like pure shit just want my @depop account back,not sarcastic
My gf has been in the Hamptons nannying for a few hours and she has already been to a POLO match. Is she in GOSSIP GIRL?,sarcastic
"""You're not a normal white girl"" lol ok",sarcastic
i’m going to make a quilt of all of my titty pics and sell it to the people to keep everyone warm,not sarcastic
I deeply regret downloading tiktok.....yet not at the same time,not sarcastic
Hypothetically if you started a new job and one of your colleagues was a jake from love island stan … what would you hypothetically do,not sarcastic
"I'm sorry but I'll never understand people complaining about free DLC. Sure it could have been included in the base game, but I'm still getting the content and for free so who cares",not sarcastic
. @atptour The wearing and non-wearing of face masks by support team and family of players at ATP events is shockingly bad and setting a really poor example to anyone watching. Is it within your remit to encourage or enforce better adherence to effective face mask wearing?,not sarcastic
getting a bidet was the best decision of my adult life,not sarcastic
"Happy Halloween 1st everybody, I hope everyone’s first day of Halloween was great :)",not sarcastic
I’ve rediscovered Kylie Minogue and honestly she’s got me through the first week of 2021,not sarcastic
Falling asleep at your laptop is always fun,sarcastic
If your flight is delayed more than the length of the flight itself everyone should get free booze cc: @Delta,not sarcastic
Excited for this fall voxbox! #complimentary @Influenster https://t.co/8VtOfkSam5,not sarcastic
so many cute dogs at ikea rn,not sarcastic
GIVE THE BALL BOBBY AND HE WILL SCORE ⚽️,not sarcastic
So nice of my family to decide that I’m hosting a Mother’s Day brunch for everyone at my house. https://t.co/DWZI9ltALK,sarcastic
Any Brandi Carlile song rips my heart out and mercilessly stomps on it until it is in a million different pieces,not sarcastic
