utterance,intent
"thinking of graduating from oxbridge and then making £800,000 per year from a weekly newspaper column exploring such topics as “the much-maligned cauliflower”",not sarcastic
"missed this the first time round but a conversation I really wanted to see happen , great article @hkatewilliams  https://t.co/wH0doPQlb1",not sarcastic
@Dancruz07 Sureeeeeee you do,sarcastic
the curious george soundtrack radicalized me at the tender age of four,not sarcastic
"I never thought I'd say this, but I have become one of those people who like bounty bars.",sarcastic
who tf let me take summer session classes,not sarcastic
I wonder if it's too late for me to re-enroll in University and relive it all just one last time.,not sarcastic
"@adi_jord agreed, this is ridiculous, gotta cop a pair",sarcastic
"My first tweet! Hello twitter, let's see what you can do... #newbie",not sarcastic
I wanna hurry up and get my 2nd dose of the vaccine😖😖 2 more weeks😢,not sarcastic
I’ve tasted and seen of the sweetest of loves. Where my heart becomes free and my shame is undone,not sarcastic
I really wanted something sweet for breakfast and all I have is dark chocolate so that’s what I’m having!,not sarcastic
If your mom isn’t your best friend I feel really bad for you,not sarcastic
@rickyberwick And you said Donald trump was racist 😑,sarcastic
"Few of us who are in ""low classed jobs"" who are still in work as we are classed as essential workers are the same people who were claiming UC over the past few years &amp; got scrutinised for it.
#UniversalCredit is trending because now people see how UC isn't just for ""lower class"".",not sarcastic
@fishy_lo @OfficialPLT_CS @OfficialPLT Why type of  lube did you order?  I may have extra in my detached garage,not sarcastic
"@BuzzPatterson I think in part we're misreading some of these antics.  He's a supremely narcissistic Pol, and as such he feels he can do just about anything, and act just about any way he likes.  He's tone deaf, and it's not a new habit!",not sarcastic
"Idk but pick 1 - Fireworks being lit inside school, some guy fingered his girl in the common room, guy threw a chair at the headteacher, another guy flung a laptop outside a window from the top floor, teacher touched up a student, my boy stabbed another guy with crafting knife 😭 https://t.co/MVhegFOxW8",not sarcastic
"If they are going after the misspelling “definately” as proof of H, then I’m afraid half of Facebook are suspects. #LineOfDuty #LineofDutyFinale",not sarcastic
@Jamie0Sharp Always ❤️,not sarcastic
i miss scotty i find ugly little dogs and i think about how funny he would think it is https://t.co/JGJT4pJ6Ff,not sarcastic
"I love being at home , tidy clean house, empty washing basket teas cooked from scratch no dishes, visitors  . I don't want to work anymore",not sarcastic
Not at all concerning that a man's just been round to fiddle with the boiler and now he's left the carbon monoxide alarm won't stop beeping,sarcastic
Sick of being healthy already pissing like a racehorse !! Keep Well hydrated Han 4th litre of water 💧💦,sarcastic
thinking about that time when a week after i broke up with him my ex sent me a playlist to tell me all his feelings from throughout our 3 week relationship+how he felt about it ending and the whole thing was just john mayer songs,not sarcastic
gonna finally put in my two weeks today 🙌,not sarcastic
Can't wait until I live to be 110 years old and I have people asking me how I've lived for such a long time so that I can make up some hyper-specific secret to longevity that people will inevitably follow,sarcastic
why am I so tired and also why is the answer always chronic pain???!???,not sarcastic
Coronavirus looking at everyone going outside on their snaps https://t.co/cNClGKs2LT,not sarcastic
hey guys! i’m so happy to announce that i’m officially brain dead ☺️,sarcastic
The amount of yelling that was done at Fish Camp was insane,not sarcastic
someone on the street asked me for the time and I just straight up lied for no reason,not sarcastic
Simpin aint pimpin,not sarcastic
i think it should be illegal for the people stopped at the light outside my window to have bad music taste,not sarcastic
206-658-7963 https://t.co/ZSOI0MBKwS,not sarcastic
"I’m terrible at taking sick days from work, so this morning Taylor goes, “think about the kitties, hot chocolate,  and Criminal Minds on the couch!” And I’m staying home 😂",not sarcastic
happy international lesbian day i love loving women 😍,not sarcastic
Can you guys stop making Palestinian liberation into an excuse to be antisemitic.,not sarcastic
"Hindsight is a wonderful thing, but surely the head hochos at EFL, FA, UEFA, FIFA should've cut some matches when starting the season a month late- No need for so many European ties with 2 legs, International friendlies nor League Cup. So many injuries already- many more to come.",not sarcastic
"I'm late to the party, but The Politician on Netflix is making me laugh and cry multiple times in an episode and I love it so much",not sarcastic
Just caught up with #HolbyCity think I've just about finished crying 😭 @Littlelucyd you were outstanding. You will certainly be missed,not sarcastic
"It was almost 70 degrees today but no, global warming doesn't exist 😒",sarcastic
Gosh sunderland twitter is a fun place to be tonight isn't it. One game. One game!!!,sarcastic
Using jazz as a reading playlist has reminded me one thing: I love Ella Fitzgerald,not sarcastic
a good night of dancing. i feel replenished. time to finish out the week with a bang,not sarcastic
there’s no better way to wake up than having one dog jump directly on your stomach and knock the wind out of you while the other drop a dead rodent on the end of the bed. 😑,sarcastic
"When you find out someone you sat next to for a half hour meeting tested positive for COVID but no one told you. So you measure with the principal and were within 6 ft, but they don’t count you as a close contact because they don’t want you out 😬 #education",not sarcastic
Can't wait to get a kebab,not sarcastic
centipede just ran across my bed while i was in it. knocked a year off of my life expectancy for sure.,not sarcastic
So happy to be alive today.,not sarcastic
Love everything in my basket selling our before the sale was meant to start😒 @ZARA_Care @zara,sarcastic
i keep thinking about the time that @becellison17 told me i had a “swiftie phone” idek what that means,not sarcastic
Hacksaw ridge has got to be one of the best films out there,not sarcastic
bae calls me on FaceTime so we can keep each other company while we work on our art and honestly it’s so wholesome and motivating,not sarcastic
Football is a rollercoaster. And all those losses and heartbreaks are all worth it for nights like this. #AVFC #AVLARS,not sarcastic
I hate this guy so much https://t.co/lHPKXjNLL4,not sarcastic
Taxes  are just the best and I cannot wait to pay more 😇🥰🥺,sarcastic
Why can't the way I feel about weed also be the same way I feel about exercising,not sarcastic
"i am afraid that, despite all of your words and actions, you actually just hate me",not sarcastic
Thank you to my apartment complex for consistently cutting the grass at 8 am every Thursday for ~5 hours. It’s definitely not super obnoxious or bothersome ☺️☺️,sarcastic
imagine if he sends a good morning message when he wakes up,not sarcastic
yo ima hott mess but at least i’m hott,not sarcastic
"TW: suicide 

I got on @topviewnyc just before the Empire State Building stop and the only fact the *cheerful* recorded voice gave us was how many people have died jumping off of the building. Then an awful cover of “Welcome to New York” started playing

0/10 would not recommend",not sarcastic
It’s really very selfish of Silverstone to be saying the 2022 Grand Prix is 1/7-3/7 cause my holiday year starts on 1/7 and I would have to use a day of this years holiday allowance to go. I should have been consulted really 😵‍💫😵‍💫😵‍💫,sarcastic
"Can we appreciate how amazing vaccines are? We've got covid cases declining despite nightclubs being open!
If we vaccinate school kids, we might even avoid a spike once the schools reopen.",not sarcastic
this is pretty abysmal,not sarcastic
first vaccine done eeeeeeeeek,not sarcastic
"If the sound of the rain outside wasn’t bad enough I’ve now got my neighbours climbing onto their roof and shouting ‘I love blowjobs’, perfect background noise for me trying to study 👍🏻",sarcastic
Praying this works out for me🙏🏼,not sarcastic
the vaccination man said i could have some heart problem stuff. i’m being very brave,not sarcastic
hot take but the taylor swift cardigan looks like something from Justice,not sarcastic
Currently feeling very disappointed in people that I know. Just wow.,not sarcastic
Throwback to when I answered the phone at work with “thank you for calling Courtney! My name is principal” wow I love myself,sarcastic
white ppl sure do love Himalayan pink sea salt,not sarcastic
WTF is Tim Horton’s?,not sarcastic
"Sooo... @adamlevine was that ""Nice!"" and double fist pump for the show or @shakira s ass that you were checking out? @NBCTheVoice",sarcastic
Perk of being ill is having my dad treat me like the queen for the week,not sarcastic
finally got a shamrock shake😍☘,not sarcastic
"""@elliekonsker: if u wear heels to school i have a few questions: 1. why"" ask some of the salcc girls",not sarcastic
My fiance got me a beautiful dancer ring made by the talented @casting_adlo I love it so much and gives me an excuse to talk about critically acclaimed MMORPG FFXIV ✨ https://t.co/CAWXNt2Vcp,not sarcastic
I am so thankful for Christian,not sarcastic
Can’t wait to see Ed sheeran at tramlines tomoz x,sarcastic
@igreen95 thx for the play by play,sarcastic
Semester hasn’t even started and I’ve already had two breakdowns :) this is gonna be a fun one!,sarcastic
I’ve honestly been dreading the return to school (no matter what form it takes) for the first time in my career. Hearing @MisterMinor speak tonight with @pgorski changed that. I feel fired up! Thank you both!,not sarcastic
Forbidden forest was so peng,not sarcastic
thanks @SovietWomble for ratting my location out on stream and then embarrassing me 😂 it made my day though https://t.co/3b7Cjql2GO,sarcastic
just got a jalapeno seed in my eye... it was the worst pain I've ever felt but thank God for me being a biologist/chemist &amp; not being afraid to put my eye under water,not sarcastic
We didn’t deserve to draw anyway but it’s just so frustrating to lose due to shit officiating,not sarcastic
#ripcharliewatts Absolute rock and roll legend #charliewatts,not sarcastic
Just get yer jab and shut yer moof,not sarcastic
Woah. This anime recommendation I am identifying with way too hard tbh. Because it is pretty spot on. It is also so dark I should probably not even mention the name. owo,not sarcastic
i want tech to be banned for use in work relationships. i don't ever want my bosses asking me why im missing optional shit. just write me up at that point.,not sarcastic
always gonna wonder if id dress masc if i was skinny o_o and if id be more open to telling people im nonbinary if i was skinny -_-,not sarcastic
"@NicoletteJones @eliistender10 1, Home schooled 3 children more 👩‍🏫 which leads to
2, drank more wine and created a whiskey wine cocktail 🤤
3, walked more! Some weeks I'm getting over 30 miles without leaving my house 😳
4, hid from the kids more hence the 30 miles, whiskey wine from the home schooling 😂",not sarcastic
@LittleBigPlanet Thanks for the update. No need to rush take your time :),not sarcastic
does anyone have any workout/loose weight tips? i weighed myself for the first time in 6 months and cried and i really need to change this,not sarcastic
why do i have bama rush fomo,not sarcastic
@rachel_hei u cry a lot,not sarcastic
"@SenRickScott @marcorubio 
Doctors today are what first responders were after 9/11. They need our support, and Congress has to support doctors in the next coronavirus emergency funding bill by ending surprise medical bills with an independent dispute resolution system.",not sarcastic
"Just watched Homewrecker @grimmfest Halloween event, loved it! 🎃 #homewreckermovie #grimmfest",not sarcastic
Cast member: “I wish I was in the musical before this year. I’ve never done anything at school before and now I feel more confident and I think I want to do a spring sport now too.” THIS. This is why I love directing HS theatre. It’s about so much more than performing. ❤️,not sarcastic
@MathigonOrg How *often*????,not sarcastic
i will fully support whoever the democratic nominee is. however. the “bernie bro’s” are some of the most stubborn democrats/progressives out there. seriously just get over yourself. stop bashing candidates who aren’t even in the race anymore.,not sarcastic
turning 22 next week so naturally I increased my tinder age range up to 60,sarcastic
"The Drake and Josh theme song, “I Found a Way”, is the best Nickelodeon TV theme song and that is a fact",not sarcastic
today i told my supervisor that i had a dream where he fired me for being too mean to him and all he said was “please don’t dream about me again”,not sarcastic
@HarryrotterDB Yeah I'll probs try it out too.,not sarcastic
I ask myself everyday why did i pick art?,not sarcastic
Got very excited that my national trust card arrived I am officially a grandma https://t.co/mtkWJCxwom,sarcastic
"My brain: ok you have 3 things to do 

My anxiety: ok you have 30 things to do",not sarcastic
"A wise FB friend said today that ""act of terror"" is a misnomer. We defy the terror, moving on and helping those in need. #sotrue",not sarcastic
Drake literally ended everyone in the industry like,not sarcastic
"Working in stately homes means walking in to a tap running that definitely wasn't when you locked up (and isn't broken), and hearing the doorstop that you're looking for knock against a cabinet when you're not in that part of the room.",not sarcastic
"At least I'm used to this side effect from my infusion, and I'm very grateful that I'm not experiencing any of that full body pain I had after my last infusion. The IV steroids must be working!! And tomorrow is day one of a steroid pack",not sarcastic
you know what’s a novel concept? rapists and sexual assaulters not only ruin the lives of their victims but also THEIR OWN LIVES. yeah. not the victims testifying. maybe if you didn’t want rape accusations then DON’T RAPE. also a novel concept.,sarcastic
Hangovers are inhumane,not sarcastic
I felt like a wet dog after tonight 😂🐶,not sarcastic
ariana literally can’t make a bad song i said what i said,not sarcastic
I love my writing teacher sm plsss,not sarcastic
"North Dakota: *has one decent week of weather*
Mother Nature: NOW I SHALL CAST OUT THE SUN AND BRING THE COLDEST OF RAINS UPON THY SUPER, DUPER FLAT LAND.",sarcastic
watching olympic womens beach volleyball for the plot,sarcastic
"@alligatoraliens tbh I think the only time I hear trans people use it is trans mascs referring to themselves. I'm sure it does happen but the OG tweet really feels like ""made up a guy to be mad about""",not sarcastic
Someone stop me from making 700 different holiday desserts today when I'm literally living alone for 2 weeks,not sarcastic
2021 will u think about me ?,not sarcastic
"Waiting for little one to fall asleep so o can sneak upstairs and get my hot water bottle.

She's sitting up in bed practicing her nodding 🙈",not sarcastic
extremely dangerous of chicago style to give the illusion that what i'm writing is mature and sophisticated simply because it has footnotes,not sarcastic
"@geekcubed Rant completely warranted! 
Market Research is my thing, and I lose count of how many times UX appears to be a distant concern compared to “but we must gather ALL OF THE DATA”",not sarcastic
"Doing Kings Worthy School quiz.. 9/10... face number 9 let us down, thought it was @PrueLeith but it was actually Rolf Harris #fail 😑 https://t.co/LlrtQETok9",not sarcastic
I get a lot of boy who cried wolf vibes from the Red Cross and their emergency blood shortages all the time,sarcastic
thinkin abt coochie,not sarcastic
my favorite gay drama is the social network,sarcastic
I swear this triller event is run by teenagers,sarcastic
"What a day, a massive 5* review for our tiny independant shipping container restaurant. Thanks to the friends and family who have supported us along the way, my co-pilot (and boss) @wilolu2k2 and of course @taniaballantine @timeoutlondon for the kind wor… https://t.co/1vqoUTJpUt https://t.co/SXyL07NCAH",not sarcastic
"Always here if anyone needs to talk during this time, if you need someone to listen please message me x",not sarcastic
