utterance,intent
i have till morning to have written 6000 words and all i can do is listen to tiktok sounds!,not sarcastic
If u got a pussy lip hangin out ur panties rn then like this. It’s for science,not sarcastic
@kristenritch Sorry I was so pessimistic 😔,not sarcastic
nah fuck u and all ur issues,not sarcastic
You've reached full-blown adulthood when stacking coupons on top of CashApp boosts feels like an untouchable power move,not sarcastic
#FederervsDjokovic intense!  What a match!,not sarcastic
"@NicelySpunch @Ayjchan @NateSilver538 Also, invitations to academic conferences are pretty much never viewed as COIs. Neither is having once co-authored a paper with someone who worked at a different place who worked with someone else.",not sarcastic
President Biden: “We’re going to protect vaccinated workers from unvaccinated co-workers” https://t.co/D6fjWmdRW4,not sarcastic
shoutout to the kid who brought a pineapple to hc and threw it around #madrespect,sarcastic
Idk why but I love comfortable silence,not sarcastic
I’m in Canada so like Happy 4rth?,sarcastic
"We get it ESPN. Sawx and Yanks. 

Let's go meteor.",sarcastic
"My children are 18, 9, and 7.  They have never known their nation at peace #ww111",not sarcastic
my greatest downfall is having an upset stomach then eating spicy food to make it worse.,not sarcastic
Just straight-up surprise cried over the new #Xfinity #ET #holiday ad. #Thanksgiving,not sarcastic
"Lucky for @JoelEmbiid , only MVPs get tossed for those kinds of fouls #76ers #ATLvsPHI #hawks #NBAPlayoffs",sarcastic
i hope @NICKIMINAJ is having a great day,not sarcastic
‘Push your boundaries’ ‘get out of your comfort zone’ literally fucking why,not sarcastic
"I've gotta start thinking seriously about abandoning Apple music, ipod etc. Letting music find me on the likes of Bandcamp. Nothing human in provider that plays albums out of order and denies files bought on other platforms playability on their device.",not sarcastic
I don't think Republicans have any self awareness or any idea of how the world works... Nice try though.,sarcastic
Lies we’re told: flights are the cheapest on tuesdays,not sarcastic
accidentally followed CCD guidelines instead of CDC guidelines and now i have covid AND catholic guilt :/,sarcastic
Anyone else with AT&amp;T have no cell service?,not sarcastic
The meaning behind Little Talks - @monstersandmen has to be the most pure example of love I've heard in a song for at least a little while #ILoveYou,not sarcastic
"might just not wear glasses when i leave the house more often,,, i’m just in a blur and it’s so much more relaxing than seeing everyone",not sarcastic
Just realized I don’t have more than 3 full weeks in a row at work the rest of the year. 💁🏼‍♀️,not sarcastic
should I continue reading Tokyo revengers or vanitas no carte,not sarcastic
Oh no here comes the sushi craving 😫,not sarcastic
im gonna keep believing that andrew and tobey arent in nwh so if it doesnt happen i wont be disappointed but if it does i will scream and cry and mostly scream,not sarcastic
i hate it here ❤️❤️❤️❤️❤️,sarcastic
Hearing Kendrick Perkins refer to Alec Burks as Alecs Burk like he’s attorneys general &gt;&gt;&gt;&gt;,sarcastic
"Oh my goodness. It’s the first week of the summer holidays and Harrison has found his recorder. 

Give.
Me.
Strength.",sarcastic
it’s crazy how many of your goals you can actually accomplish when you just don’t broadcast everything you’re doing,not sarcastic
"""When you ask for fish n chips they give you chicken right? It's not real fish right?"" -@saige_a",not sarcastic
I’m still confused about DaBaby’s point? Like would you have said “everybody without cancer out your lighters up”??? like what sir https://t.co/EqcbAEkIJM,sarcastic
"Get the Police involved.
Refuse to sail until they mask up.
Don't let them on in the first place.
Little point posting on twitter if you're not going to enforce it.  https://t.co/NyPNpIezAB",not sarcastic
Get in Notts. Awesome #Notts @TrentBridge,not sarcastic
missing cali :(( https://t.co/G63HHwCOcP,not sarcastic
"Okay, well nice of 2020 to bless us with the gift of great sports team names - The Kraken and the Washington Football Team 😂😂😂",not sarcastic
my mom says i need to interact w actual ppl and not just folks online :((( i have no friends irl,not sarcastic
"@mjborshell @garygilligan Hasn't he opened a few new hospitals? Oh sorry, maybe it was a new first aid box.",sarcastic
@BarbosaBox The best thing is Greg Paul’s face in the back,not sarcastic
Can’t believe there was a time when fergalicious was a new song and everyone experienced that magic for the first time,not sarcastic
Halfway through snowboarding day 1 and pretty sure I have fallen at least 69 times 😆♋️,sarcastic
@pamparoni If they aren’t out yet just wait to get the ps5 later with a discount,not sarcastic
The sign of spinelessness: complaining to someone having a call on a bus as they're getting off. Was the person on the phone a woman alone? Of course she was. Was the person complaining an older man? Of course he was. Did I yell at him? Of course I did. Speak out for justice. ✊,not sarcastic
"When youuurrrrrr Ubereats driver is legit two minutes away from your house, and then cancels your order, saying you didn’t answer the door. 🕵🏻‍♀️ 🧐🧐🧐 I know you ate my food Randy, I hope it gave you diarrhea 😤",not sarcastic
Hey does anyone know of any organizations that have massive stockpiles of money that could be super useful to the world during a public crisis?????,sarcastic
The amount of McDonald’s Diet Coke’s I’ve purchased in the past week is embarrassing,not sarcastic
@KjellKHansen1 happy birthday!!,not sarcastic
i think....when packs go on sale....i will buy Get Together and Paranormal?? 🤔 i was actually kind of disappointed with the gameplay i saw in Paranormal but recently i've been craving new careers so,not sarcastic
"Isn't it sad that my life basically wouldn't change at all if there were no pandemic? Like bro, I was never doing any of that socialising shit anyways",not sarcastic
"If you have to announce that you treat women right, I am inclined to believe the exact opposite.",not sarcastic
y’all ever just sob in the vinbúðin?,not sarcastic
#jackstack @TGIFridays 😍😍😍 https://t.co/J2Ycj5WbOe,not sarcastic
I just saw the Matt Hancock video and now I’m scared that in ten days time he will climb out my telly,sarcastic
"tried to look up my mom’s instagram and just typed “mom” into the searchbar,,,,, did not work",not sarcastic
@johnredwood Nurse! John’s been sniffing ivermectin again.,not sarcastic
Can’t wait for those $2000 checks to go out immediately,sarcastic
Will pessi sign for man city,sarcastic
in desperate need of (and I can NOT stress this enough) spring break,not sarcastic
happy one year vegetarian to me ❤️🌱,not sarcastic
Surely I’m not the only one who was disappointed by that ending... #Bodyguard,not sarcastic
Having neighbors is the worst 🤬,not sarcastic
"At the point in my life where my body keeps developing new allergies. My metabolism has slowed, hangovers are no joke anymore, and now I can't eat several of my favorite fruits. Screw wrinkles, this is the reason why people are afraid of getting old",not sarcastic
Sometimes I wonder if Priti Patel and Boris Johnson think that the Prime Minister is the one with the best K/D ratio. It would make sense with the whole 'let the bodies pile high' thing.,sarcastic
Best night ever 💜,not sarcastic
Chris Krebs: There is no foreign power that is flipping votes. There's no domestic actor flipping votes. I did it right. We did it right. This was a secure election https://t.co/DSIIVYPSoI,not sarcastic
"""You think you're better than us because you're vaccinated??"" Uh, yeah, yeah I do",not sarcastic
went to a conference room for one of my art history classes and it was like the last supper of queers bc we all decided to sit next to each other,not sarcastic
Spanish farmers block traffic with tractors to demand fair prices for producers https://t.co/2LzU6m7Yxx,not sarcastic
Another thing lost to climate change: parents making their kids wear long sleeved shirts under their costumes bc its cold out #halloween2019,not sarcastic
why do i find it so hard to get seasonal recipes 😭😭😭 i just want a cute little winter wonderland in my house,not sarcastic
The entirety of this Super Bowl just isn’t sitting right with me (and not just because my team isn’t playing).,not sarcastic
@jabadgo @Nibellion Don’t run it on a school-provided laptop,sarcastic
"I feel like influencers encouraging their fans, many of whom don’t have much money, to buy coins in something the influencer is heavily invested in is super immoral",not sarcastic
"So used to having peppa pig on in the background for my daughter, it was 5 minutes before i realised she hadn't been in the room for ages (in kitchen with daddy) and it was just me watching it! #peppapig",not sarcastic
Everytime I exit and reopen the Instagram app it freezes,not sarcastic
"@agusriver13 Oh, I'd love taking on Culver as a reclamation project, and Hernangomez is a great backup. Only issue I see here is the earliest we could trade a first-round pick is 2027.",not sarcastic
"@bnejsten @gr0g_ I also think a lot of people didn't like the animations or graphics in Let's Go and many felt as though the game was lazy and lacking content, especially compared to some other remakes.",not sarcastic
ok wow…unfollowing now. thought he was the cool new kid from hollywood but apparently he’s a virgin who lit the black flame candle,not sarcastic
"“Americans weren’t meant to be quarantined! Open up the states! Let us free!”
This. This is what brings into perspective the fact that 10,000 years of civilization is a fraction of a blink in evolutionary time. Ignorance is as tenacious as wisdom teeth.",not sarcastic
hey @phoebe_bridgers i’m free tomorrow btw. The 14th. I’m free on the 14th. Tomorrow. fyi😃,not sarcastic
"Some of my colleagues need to learn how to rest 😭😭 just got two emails saying “I’ll make edits over the weekend” and “never mind, being admitted for my C section right now!”

GIRL GET OFF OUTLOOK 🥺",not sarcastic
Raging debate on the importance of an Orlando Magic Summer League Championship. Definitely a notch below 6 if decided by coin flip. https://t.co/LG0VRwkrKO,sarcastic
Social Care for the young is basically a bath board and bed rest and your done.,sarcastic
"#GhostOfTsushima #PS5Share, #GhostofTsushima https://t.co/Y90ImGF97b",not sarcastic
Monkeys are 👎🏽,not sarcastic
Just almost got hit on the highway by a @CityofSanDiego truck 🤪 tysm for making me feel safe guys!!!,sarcastic
dude trump and his ~fandom~ are nuts. what the fuck is a normal reason you don't want everyone's vote to count?? you say america is great because of our freedoms and then DENY them? it's so childish and embarrassing,not sarcastic
Married At First Sight: Australia is soooo juicy this season,not sarcastic
I’ve been laid off !! Nice:)),sarcastic
Everybody always talks about Devon Bostick’s portrayal of Rodrick in the Diary of a Wimpy Kid movies but nobody ever talks about how Devon Bostick played two separate characters in the Saw franchise,not sarcastic
South Park being taken off Hulu is the worst thing that’s happened to me personally in 2020 and like.. my dad died,sarcastic
Been trying to get my boyfriends attention. Let’s see how long it takes for him to see this tweet tho.,sarcastic
Liberty just went 95 yards on us with ease. Damn we’re so soft,not sarcastic
"@Vevo @ArianaGrande @theweeknd @tydollasign I loved them all, but positions made me so emotional! I remember watching ariana use her looping machine on YouTube years ago and it brought back so many memories!! her energy and talent has always been a light in my life!! 💜",not sarcastic
bought some index cards and a 3 ring binder the other day just so i could feel alive,not sarcastic
Sometimes I forget giraffes exist 😳 I meannnnn... wtf is they,not sarcastic
@kristenritch YES I love sandwich and enneagram,not sarcastic
&amp;&amp; If I see one more tweet about someone confusing Joe Budden and Joe Biden I’m really gonna lose it bc the election is around the corner people. Get it togetha (U.S people),not sarcastic
Putting the toilet paper roll on so that it hangs under instead of over is a crime worthy of the death penalty,sarcastic
I've said it before and I'll say it again but YOUR MENTAL HEALTH IS SO MUCH MORE IMPORTANT THAN A GOOD GRADE,not sarcastic
"@thecauseendures Awe. Appreciate that, Kim. Who knows where I will  land. I'm going to take my time. 
 It makes me concerned about the shortage of affordable housing for our aging population.  I don't want to be warehoused.",not sarcastic
Excited to present some research and listen to some studies at the #IARR2021 conference :),not sarcastic
"one time i lost a tooth in a bowl of lucky charms and then thought it was a marshmellow, bit into it, and cracked another tooth",not sarcastic
evERYTHING IS NOT A COMPETITION OF WHO HAD/HAS IT WORSE OK BYEEE,not sarcastic
alright I’m ready for some march madness🏀🔥,sarcastic
Ah gotta love that Friday morning burnt out feeling 🌄,sarcastic
Well. That went well. #BelgianGP,sarcastic
"I've made a roommate complain tweet every day, and he's done another thing, but I'm tired of negativity so I'm gonna list all the things I like about him! 

Here they are:",sarcastic
"#EconTwitter Job candidates: I already see some postings trickling in on @JOE_listings (and I’m always looking to procrastinate) so send me your papers for comment! My specialties are beh/exp and eship/innovation but I’ll read anything! Dms open, ✉️ djlee@udel.edu",not sarcastic
Is spunk a slur?,sarcastic
"No commentary audio channel on @NBCSportsApp for the #Michigan #NotreDame game, just background and field noise. What's the problem?",not sarcastic
90% of adulthood is just refilling your Brita pitcher.,sarcastic
do you think animals know that humans are fucking it all up,not sarcastic
Tried to give myself a trim last night and ended up cutting like 4 inches 🥴😭,not sarcastic
as much as i love ginny and Georgia i hate that once again a girl only learns to masturbate bc some creep dude said to. I hate cliches,not sarcastic
"So, very delayed flight from Bristol to Edinburgh @easyJet, trademark vagueness from staff, with a chronic lack of empathy to boot (despite me travelling with three young children)... now, time to feed our family with £3 vouchers (at airport prices!) #bollocks",sarcastic
@raerenyse Easily one of the worst and most damaging takes for both trans AND cis women I have seen thus far. Congrats on reaching new levels of awful lmao,sarcastic
"Oops I watched a video about a service dog, started to cry, and now cannot stop hugging my pup so I’m just going to have to call it a day",not sarcastic
"@Mr_M_Dent This unlocked a series of deeply-buried childhood memories... yep, you can definitely tell whose jumper is whose by smell.",not sarcastic
"Heard a rumor that Baja Blast is coming to stores and regardless if anything else I hope for in life falls through, at least I'll have this.",sarcastic
"Enjoy the bars and vineyards✌🏻
Make sure to send postcards to the people dying in your local hospitals.  I’m sure they’ll be glad you’re not bored anymore",sarcastic
Resisting the urge to label mulder a himbo,not sarcastic
does anyone else buy pound cake in bulk from costco,not sarcastic
also that jacket he wore yesterday i’m gonna rip my eyes out :/,sarcastic
feeling v grateful!!!!,not sarcastic
".@taylorswift13 is 100% going to post another photo with 5 holes in a fence 5 days before Lover is released, isn’t she?",sarcastic
I applied to 2 different apartments today. I MOVE ACROSS THE COUNTRY IN 2 MONTHS! Wow. Dreams do come true.,not sarcastic
Been looking forward to watching Coxsey's bouldering on @Eurosport_UK for a week and the climbing channel is suddenly showing horses. Horses. Horses! HORSES!!!😡😡😡,not sarcastic
why is there a hurricane in the atlantic rn and where is she going,not sarcastic
Just finished Different for Girls / Just for One Day by @ReaLouisewener (not sure which title she prefers) &amp; loved it. Bittersweet &amp; funny.,not sarcastic
new EP out in 15 minutes 😯,not sarcastic
"Left a chai tea in my car last night, baked all day in there today &amp; just now I thought it would be a good idea to take a sip. Someone come get me bc I’m clearly not ok",not sarcastic
Is only 12 hours away from my first #raceforlife in memory of my grandma - Margaret Jackson who sadly passed away from cancer,not sarcastic
im just tryna get in n out doordashed to india rn,not sarcastic
i haven’t thought about the mysterious benedict society in years omg,not sarcastic
"My dad just said to me, “Hey, you’re kinda skinny, can you slip behind the fridge to look at something?” and it might be the nicest compliment I’ve ever gotten. So guys, go tell your girl you think she’s kinda skinny🥰",sarcastic
"Submitted my application for PhD funding today, then shit myself and wanted to withdraw it 😂🙈",not sarcastic
salsa verde appreciation tweet,not sarcastic
@AaronBastani @char_gerada Congratulations to you both. A happy life together…..,not sarcastic
unreal how much i love my new tattoo,not sarcastic
"When you're feeling all in your feelings, but a certain BEST FRIEND is making you see reason, and maybe you'll be okay. So damn rude. 😤 @LadyDeadlight",sarcastic
"sometimes i gaslight myself into thinking my fear of and general discomfort with men is stupid and i'm actually just a shitty person who makes broad assumptions about ppl due to past trauma but then i speak to One and immediately trust my instincts again, stronger than before",not sarcastic
"ik it’s for the best but wow RIP to my italy study abroad trip, beyond wonderland, my 21st bday, edc, and now @awonderland’s red rocks show 😔",not sarcastic
"@beesmygod_ the people who are going ""yeah well The Assault Man said he didn't assault her so she's a liar"" are making ME crazier just from exposure",not sarcastic
@devisridhar Do you know of any good chippies in the Crewe area?,sarcastic
Random thought: how are “butt dial” and “booty call” such different things yet so similar in wordage?,not sarcastic
"I’ve said it before and I’ll say it again, go stream inbirdsong because it’s the best song ever made.",not sarcastic
I’m a HORRIBLE PERSON but one of my VERY FAVORITE THINGS is watching HUGE RICH TOURIST FAMILIES get on the El and then ALL FALL DOWN when the train starts moving,not sarcastic
Being a curly-haired ginger and walking into a hair salon full of women is a level of celebrity my social anxiety cannot handle,not sarcastic
Actually considering applying for the undateables,sarcastic
Happy New Year!,not sarcastic
I reverse imaged searched a selfie and it under visually similar images it is exclusively asian woman my am I white passing narrative is quaking,sarcastic
"At this time more than most, it is important to celebrate #Pride2020 
No one should ever be afraid to love who they love, or to show it. #Pride",not sarcastic
Everyday in class I count how many days I have left in the semester #isitsummeryet 😩,not sarcastic
"Hey Siri, how do I stop simping?",sarcastic
I’ve saved so much money not watching beauty guru YouTube,not sarcastic
"@MailOnline Another misogynistic, homophobic rapper.. how shocking!",sarcastic
When you almost finish four seasons of Scandal in 5 days... Everything has you thinking #whatwouldOliviaPopedo ??,not sarcastic
"@wearescientists I have checked your website, where is this?! It looks like a ruse and this has made me sad as I *need* it for my new baby to match my #smokingcat top. 😭😭
Please help! #coolestvestever https://t.co/YsBdNqvwlr",not sarcastic
@pamparoni keyboard and mouse weigh nothing the monitors are a little iffy though,not sarcastic
God I really hope Etsy sellers can’t see the names of the lists I add their products to,not sarcastic
"I can't wait to name my children after things I will never have. 
My daughter will be Hope. 
My son will be PS5 because that shit is expensive.",sarcastic
"@chrisrickett I suppose it won't harm his book sales either. It would be said in conversation with Madeley, perhaps it was a Freudian slip.",not sarcastic
there was a bee in my house yesterday and i haven’t seen it since i hope it died,not sarcastic
"Don’t keep up with the Joneses, the Joneses are broke!",sarcastic
"I have so many games, and no time to play them. :( #momproblems",not sarcastic
@HerbMessiah hello I have a question can u help me out,not sarcastic
"Well, my vaccinated therapist tested positive for Covid.  Hope she’s okay and hope my mental health hangs on for 10 extra days.",not sarcastic
"going from a toxic, abusive relationship to a healthy n loving one is so crazy. im finally happy :’))",not sarcastic
"Christopher Biggins, a Poundland Mrs Twanky, is sharing his expert knowledge on the EU and Brexit. Can’t wait for his take on the Middle East’s geopolitical situation. https://t.co/FzxTWRWjz7",not sarcastic
thinking of getting a tattoo that says “enough” both affirming that I am enough while also suggesting I’ve had enough,not sarcastic
@ichazevinci Imagine being allergic to sunlight and thinking you're God's favorite. 😏,not sarcastic
How am i forgetting my mask this far down the line 🙃🙃🙃,not sarcastic
It’s so cold that I tried to open my banana and it snapped it half,not sarcastic
"What song makes you want to have hardcore sex, and why is it any song by @theweeknd ?",not sarcastic
Chloe and Toby just minding their business 🤣,not sarcastic
"Oh boy, a song I'm gonna play on repeat until it makes me physically ill to hear it! Thanks FOB",sarcastic
A week ago I was telling my mom I don’t want kids for awhile cause I’m not ready for the responsibility &amp; I have a lot to work on to be the best parent I can be. But I had a dream I had a baby and woke up sad bc I don’t have one 😩,not sarcastic
“Dad where did you watch the World Cup in 1966?” “I watched it on my own in my bedroom with a pigeon”,not sarcastic
Snowing here at Roots Hall! #COYB,not sarcastic
Hate this site [CHIRPBIRDICON],sarcastic
i hate those people who follow people just so that they’ll follow back and then unfollow them afterwards... how childish are you this is not 6th grade,not sarcastic
There's a girl with a heavenly voice singing for charity outside #ealingbroadway station,not sarcastic
"If anyone’s wondering how my day’s going, I’ve just bought the biggest bottle of banana milk I could get my hands on, cause emotionally I need it, and I’m fairly lactose intolerant.",not sarcastic
so the royal family is sound with pedophiles but as soon as a mixed race baby comes into it they’re scared ? makes sense 🥴,sarcastic
Update: they’ve finally closed the campus which means I wasted my day going in and waiting on lectures 🙃 https://t.co/kBTOqNpX3Z,sarcastic
Wish growing your hair was as quick as chopping it off,not sarcastic
"now I’m no mathematician, but pretty sure it doesn’t take 7 cops to arrest 1 person",not sarcastic
Absolutely prepared to ditch #WoW for #FFXIV at this point...,not sarcastic
"His last delivery was 25 MILES from my house! He couldn't stop apologising for something that was definitely not his fault, 6/7 drivers hadn't turned into work because they were celebrating Eid so I'm assuming Safwaan missed most of his Eid celebrations with his family 😞😞😞😞",not sarcastic
I may look happy on the outside bit on the inside I'm dying #painful #sad,sarcastic
"I keep getting dramatic, anime style cowlicks in the morning and I'm thinking one day I'll just go out without brushing it down to let everyone know I'm the main protagonist.",not sarcastic
Feel like every senior is just ready to move on to bigger and better things,not sarcastic
rewatching degrassi for the millionth time,sarcastic
@OfficialDHCL @Azhar_ullah @Moorlandscc @kirkburtoncc what do you expect when pros are playing against village green players he should be able to do that every week against players many many levels below a pro player its no different from a pro footballer playing sunday pub league,not sarcastic
"@inkofreality @StrangerTings1 @nytimes You're so close to understanding baseline biasing. You can get there, I believe in you!",sarcastic
"I know I'm not the only person who feels uneasy seeing people hug, shake hands, pat each other on the back, peck each other on the cheek and more (😳) on any telly programme these days.

Actually, not uneasy - horrified. 😷 #SocialDistancing",not sarcastic
Just at work listening to podcasts while unloading soda syrup boxes like the cultured blue collar worker I am.,not sarcastic
"Without looking it up, how long has it been since that ship blocked the suez?",not sarcastic
"Oh yeah, FUCK Miyamoto for what he did to Paper Mario. Eat dicks, Shigeru.",not sarcastic
"@bobingtonus @anon_opin Hip flask ☑️
Dark rum ☑️
Peppermint cordial ❎
Will be going to get some later though. Inspired - nice one!",not sarcastic
Someone should’ve had me committed the day I decided to buy a pair of non-stretch denim jeans,sarcastic
every day I check for the Stardew Valley 1.5 update on Switch and every day God forsakes me,not sarcastic
I cannot stress how much I hate the noise of people eating. Can’t be downstairs when my parents are eating because it’s so fucking unbearable 😂,not sarcastic
"Just ordered my Elgato hd60 s capture card, beyond excited 😆 nice little birthday present for myself for next week https://t.co/HdRgYty7VB",not sarcastic
There is a boiling hot place in hell for the bloke who brought and used his nail clippers in a library.,not sarcastic
seonghwa is still one of the most gorgeous men ive ever seen,not sarcastic
"Me: ""Did you you find everything you were looking for?""

Customer: ""why, are you hiding something?""

Me: ""aRe YOu HIdiNg sOMetHinG?""",sarcastic
good evening sharks. hooters but for feet.,sarcastic
Not only did I have to take care of covid patients last night but my charge nurse told me the covid scrubs make me look “unwantable”! Great!,sarcastic
"I’m not sure what the guys in The Chainsmokers look like, but everyone in this Phoenix crowd looks like they’re in The Chainsmokers.",not sarcastic
Wishing all the birthday sex on @laurabora620 today 🎂 https://t.co/JtP0FCvo9R,sarcastic
modern family is a quality show,not sarcastic
@radiox Bringing together 2 of the best things in life: tea and The Maccabees - Young Lyons,not sarcastic
I love the rain but gimme some thunder storms 😈,not sarcastic
I worked hard to get to where I am in life so it offends me when someone tries to knock my hustle when they don’t know shit about what I got going !,not sarcastic
getting into a high speed chase with the cops but using my turn signals in accordance with the law the whole time,not sarcastic
"HOT TAKE: Can we stop romanticizing the grind? 

Yes there is value in hard work and determination. However, it is NOT HEALTHY to work yourself until you can hardly function as a human being.

There’s a big difference here.",not sarcastic
"please,,, for the love of god STAY HOME SO WE CAN HAVE HALLOWEEN",not sarcastic
"Today's the day, last to chance to sign to show support https://t.co/MsgaINJPVj",not sarcastic
"lorde writes one, ONE song about her dog (who passed shortly following) and now im crying on the pink line",not sarcastic
its too many bugs,not sarcastic
people who say that they’re allergic to pineapple are pathological liars!!!!!!!,sarcastic
Hey what's the weather like today? Am I going to need an umbrella?,sarcastic
"if the United States was colonized by Britain, then why don’t we drive on the left side of the road just like the UK",not sarcastic
"If you joined our girl friend group, you’ll literally break up with your bf sooner or later",not sarcastic
every date I go on I get a little scared will be phone swap,sarcastic
I don’t like how bright the white text and icons are,not sarcastic
Xmas shopping all done thank god 😅,not sarcastic
wish i knew how to play hockey :///,not sarcastic
who saw new Alan Partridge and VEEP last night? Double dunter of genius comedy! :D,not sarcastic
"#NoMoreLockdowns #NoMoreLockdowns, not great. people  who promote this stuff are pretty irresponsible. The new variants now emerging appear to be adversely affecting younger people, take a look at South America.  keep yourselves safe and remain cautious.",not sarcastic
"The more I learn about art history in general, the more I tend to appreciate modern art and its differences.",not sarcastic
@Ciara87C @RachaelSmarty @SashaHumphreys2 my tinder convos have been leaked,sarcastic
Man PepsiCo loves to add 750g of sugar to a mixture of their existing flavors of sodas and call it a new flavor of dew or Pepsi...,sarcastic
Just rediscovered that my nose is always in my field of vision so I will unfortunately be dropping out as I cannot continue my assigned readings in peace,sarcastic
"i love dolly parton. that’s all i have to say today, thanks.",not sarcastic
Saw @Harry_Styles in Hampstead today. What a fine young specimen of a man. My lord. Handsome. 💚☘️,not sarcastic
"As if I didn't know this anyway!
I'm an Owl according to the #BBCBodyClock quiz – what are you? https://t.co/vM07K82CTg",sarcastic
#didyouknow Mosquitoes are attracted to the colour blue twice as much as to any other colour.,not sarcastic
What a Race ! #sarcastic #WTF1 https://t.co/zRtL5alnoT,sarcastic
If what I thinks getting announced does in fact get announced tomorrow morning. I'll be overjoyed.,not sarcastic
"3 classes down, 2 more to go and then I'm halfway finished college 😳",not sarcastic
"@GodisaGeek Publisher, not developer.",not sarcastic
elrow at ushuaïa was bloody great,not sarcastic
