utterance,intent
"@BoardroomBoy Few links for you. To summarise, wearing face masks seems to be more effective than not. Who'da thunk...",sarcastic
💫jsc bonding nights💫🥰🥳,sarcastic
"@wynwok @Hypnoteq @lenoonsbread @S_C_Perera @guardian We are tackling men on inclusivity.

As I said, you don't want to hear or see it because you refuse to read more than newspapers, you don't read actual experiences, you don't read our conversations because you're too hateful to care.",not sarcastic
Corsodyl failing to consider i like being a person who spits blood when they brush their teeth,sarcastic
Really want to see the goggleboxers watching Bridgerton #Gogglebox,not sarcastic
"@CunningSmi1e I had a day off Uni, lounging and recovering from a hangover as my folks had gone on holiday. Turned on the news. Headache instantly gone. Crazy day.",not sarcastic
I've just got up at five forty five on a Sunday to watch the Japanese Grand Prix as a Ferrari fan and saw Vettel jump (and then fuck up) the start and Leclerc tangle with Verstappen on turn 2. Lovely stuff.,sarcastic
maybe i am a cyber bully,sarcastic
Thank you to @OrchardMead for organising pizza and ice cream! It was a lovely end of year gesture 😁💕 Happy holidays everyone - time to collect our time owed in lieu! 😅 #summerholidays https://t.co/324jzGSElj,sarcastic
"not really too fussed about clubs, just wanna be able to book my driving test lol",not sarcastic
"going from a toxic, abusive relationship to a healthy n loving one is so crazy. im finally happy :’))",not sarcastic
It’s sad.. guys make me want to stay single more and more everyday. Guys Respect your ladies please. Stay out of my dms especially if your married or just had a kid 🤯,not sarcastic
The world according to Jeff Goldblum is such a gift,not sarcastic
How soon is too soon to quit your first job? 🤔 #adultquestions,not sarcastic
apple.. as much as i want to say ‘abs’. no. i am typing to type ‘and’,not sarcastic
"@NicoletteJones @eliistender10 1, Home schooled 3 children more 👩‍🏫 which leads to
2, drank more wine and created a whiskey wine cocktail 🤤
3, walked more! Some weeks I'm getting over 30 miles without leaving my house 😳
4, hid from the kids more hence the 30 miles, whiskey wine from the home schooling 😂",not sarcastic
"Kings of Leon. Sex on Fire. 

That’s it. That’s the whole tweet.",not sarcastic
My fiance got me a beautiful dancer ring made by the talented @casting_adlo I love it so much and gives me an excuse to talk about critically acclaimed MMORPG FFXIV ✨ https://t.co/CAWXNt2Vcp,not sarcastic
@ASvechnicock @GoldenKnights ppl really don't know what a joke is lmao,not sarcastic
my fucking dog is a NIGHTMARE,not sarcastic
crying on the toilet,not sarcastic
"Well done Henri, cost us the win #nffc",sarcastic
Nandos I don’t believe you. Something   has happened behind closed doors!!!,not sarcastic
my brain cells when i'm asked to do any math whatsoever https://t.co/Hn5XTP8WJD,not sarcastic
City life can be rad and all but I really really miss being able to lay outside and watch the stars at night,not sarcastic
"So much hate on Russia in #Eurovision it's actually hilarious, huge change from previous years. I love the political aspect of this contest",not sarcastic
"Synthwave communities really love pessimism don't they haha
Any upbeat energy and people get upset at ya",sarcastic
If what I thinks getting announced does in fact get announced tomorrow morning. I'll be overjoyed.,not sarcastic
when someone’s phone goes off in a quiet room an angel gets its wings,not sarcastic
Just had a flashback about a boy and nearly threw up in my mouth,sarcastic
You know the wolves match is boring when you're talking with your mate about the best way to wire up his new shed!,sarcastic
@VertigoTeaparty now you have a reason to play this https://t.co/9RnJRWFbGm,not sarcastic
@kashirenaii i would never go to six flags with u,sarcastic
Republicans have nobody to blame but themselves.  They allowed this to happen. https://t.co/wkvmsb6LFo,not sarcastic
In sunny spain at the moment!!! Hows it all in england?,sarcastic
Remember the hundred emails from companies when Covid started getting real? I’ve gotten three in regards to support for protests. And only @SavageXFenty shared helpful links and actually said black lives matter... we love capitalism 🥰🙌🏼,sarcastic
@AgainstArms @ACCLiverpool Yes NEU! 👏👏👏,not sarcastic
i just have one question: why vote for donald trump why even THINK about voting for him ???,not sarcastic
Perfect way to end a 2+ hour @SunCountryAir deley: getting stuck on the tarmack at @mspairport waiting to go to a gate for almost an hour 🙄,sarcastic
crocheting is hard,not sarcastic
"""Join me on @WeAre8Official to help save our planet in just 2 minutes a day"". #UnitedForGood https://t.co/a4xzjbRWXJ",not sarcastic
WHO LET THE LAUNDRY PILE UP 5 BASKETS. Goodness.,sarcastic
"oh also, my song with my middle school boyfriend was “143” by Bobby Brackins!! i really peaked geez",sarcastic
"there isn’t a labor shortage. no one wants to work at a minimum wage job with no benefits; where hogs &amp; karens get free meals and coupons for throwing tantrums. 

idk how this is news to anyone under 30.",not sarcastic
One positive of the dark mornings is you can walk the dogs in your pyjamas and no one can tell 🤗🤗🤗,not sarcastic
getting in a crash on january 1st seemed like the worst thing in the world but i’ve just been given the fittest hire car so 😚silver linings😚,not sarcastic
Nothing quite says “back to work January blues” like pouring soup into a microwaveable vessel ready to take to work in the morning 🙃,not sarcastic
@TrujistaSancho Reminder that City and United finished on the same number of points in 15/16…,not sarcastic
Newfound desire to study so I can walk home when it is still SNOWING,not sarcastic
@ShareZone5 @StockpickB You are a right bundle of laughs to take to the pictures Draft!,sarcastic
im going to decorate my eribong wish me luck,not sarcastic
All this extra time and I’m still not flossing,not sarcastic
best day of my life we got a new expensive vaccuum WOOOOOOOO,not sarcastic
Did you know? Abuse and alcoholism and depression will just ✨disappear✨ if the country is opened completely during a pandemic? #trumpisanidiot #bidenharris2020,sarcastic
"My (extended) fam was discussing going on a trip instead of getting presents for Christmas, like okay I’m bout it...
Yeah they were talking about doing to the dells. I’ll take my god damn presents thank you very much",sarcastic
every dentist office plays Africa by Toto on those overhead speakers while they scrape ur teeth. it’s written into the matrix code.,not sarcastic
what does Coldplay put into their music that makes me always want to cry???,not sarcastic
why do i find it so hard to get seasonal recipes 😭😭😭 i just want a cute little winter wonderland in my house,not sarcastic
@Alejandrathfc Congrats! Being a parent is the best 😊,not sarcastic
"Every time I hear the drop on Pressure - @MartinGarrix, All I can see is @danielricciardo 💁‍♂️🤷‍♂️
 
https://t.co/VFDBWuZwFi",not sarcastic
That is absolutely disgusting 🤮,not sarcastic
Shout out James Boswell  #unibowl,sarcastic
Can’t wait to meet the love of my life &amp; be happy living life with them !,not sarcastic
When my girlfriend goes to work I’m not sure what to do tbh.,not sarcastic
My stepmom really needs to go in a home #SheCrazy #NeedsToGoInTheHome,not sarcastic
My throat hurts so bad rn😣😣😷,not sarcastic
It’s deadline week so naturally my laptop has given up on me looks like an all nighter at the library is on the books,not sarcastic
Man I pray I never have to feel the pain or loss of losing my loves ones in a school shooting. Hug your love ones a little tighter tonight because you truly never know how long you have,not sarcastic
a single man directed by tom ford simultaneously resurrected me from death only to brutally murder me once more.,sarcastic
i wish i could tap in to the government bank account🙄🙄🙄,sarcastic
"One positive of being stuck inside all the time is I've almost got back to being as good at FIFA as when I was 15, and I consider that an achievement",not sarcastic
"I love calling my mom early in the morning and waking her up, I take it as pay back for all the times she never let me sleep in 😜",sarcastic
officially tapping out of the single market of the EU and I don’t think Taylor is releasing anything tonight :/,not sarcastic
folklore is not a happy album are you all stupid,not sarcastic
@JesseEagleman10 Thank you for your service and welcome back to the Land of the Free!   Bet you have some great stories!  🇺🇸,not sarcastic
have to somehow become fluent in Spanish in these 2 weeks before school starts because i bullshit my way through my past 2 semesters in online classes. it just set in that i’ll be in class with native speakers and i am so embarrassed already,not sarcastic
"""calm down, I've only had it a couple weeks"" 🤨😒",not sarcastic
my mom: oh i was friends with justin briner’s mom in high school and i kissed his gay dad,not sarcastic
Just gotta realize no ones interested in what I have to say 👌,sarcastic
"FC Barcelona has between 60 and 70 million Euro to spend in the winter market and the priority is to sign Dani Olmo, per TV3",not sarcastic
should I continue reading Tokyo revengers or vanitas no carte,not sarcastic
This is so good https://t.co/DchGVNyEuz,not sarcastic
whenever i see someone put in a bath bomb on their story i just think of that scene from the goblet of fire,not sarcastic
NOT EVERYONE but most of the people I’ve encountered in Austin are some of the rudest people I’ve met. This city prides itself on being diverse and a “safe space” but people won’t even say good morning or look in your direction/acknowledge you 🙃,not sarcastic
fully vaxxed feeling very girlboss,sarcastic
"My boys Sam &amp; Ben Haigh (8, 4) are huge fans of yours and would like to wish you a happy birthday all the way from England, ps cant wait to try the colour challenge with the boys during lockdown great ideas to keep them busy ! x @Preston",not sarcastic
If you don't like Lemonade you're an extremist 🍋,sarcastic
Breaking news: @Cristiano is going back to @ManUtd. Wow! Just Wow. What a  signing. What a transfer window for United. What a home coming. Love it.,not sarcastic
I'm the highest I'll ever be on 420 in my life! I'm on an airplane duh,sarcastic
"If they are going after the misspelling “definately” as proof of H, then I’m afraid half of Facebook are suspects. #LineOfDuty #LineofDutyFinale",not sarcastic
I've been doing physics for 40 minutes I think I deserve a break 😂😂😂😭 I'm never going to get it all done at this rate,sarcastic
"""Jane the Virgin"" using the Meisner repetition exercise as a psychology technique. Haha! Love it!!",not sarcastic
The receptionist told me that I needed a referral to the cardiologist even though I have been in and out of that department since I was born (she was wrong) I was just sitting on the phone like 👁👄👁 okay???,not sarcastic
I'm settled for a night in front of the TV watching #SoccerAid,not sarcastic
PLT slamming their brand name on everything winds me up. You’ll find something really nice but it’s got ‘PRETTY LITTLE THING’ written in caps all over the front 😩,not sarcastic
So relieved my daughters school has closed next week. I was so torn on what to do,not sarcastic
stop because i just thought of the cutest caption for when i get in a relationship. “i’ve finally found someone to watch stranger things with” 🥺,not sarcastic
Everytime I've made my account private people lose their shit when I comment or retweet something. I promise I'm not talking shit I just had to hide my account from someone 🥲,not sarcastic
first game not starting when it's supposed to? a UCF tradition,sarcastic
I wanna do the best friend thread for u too nico but i hav to pack for holiday i will do it soMETIME THO,not sarcastic
"The most 2020 quote of the year:

Me: we should go to the Van Gogh Museum!
Little Brother: is that the donny with one ear?",sarcastic
I refused free donuts and cocoa at work this morning and have been thinking about it ever since,not sarcastic
"I'm glad I downloaded tiktok, it brings me back to the good ol days of vine 🥰",not sarcastic
"What an asshat.  Every college professor I had went by ""Dr"" and absolutely none had a medical degree.  It is the privilege you earn by working tour butt off and completing your doctorate. https://t.co/htd5pj6P15",not sarcastic
Ever had one of those weeks where each day brings a new problem to deal with n it stresses you to the limit😩,not sarcastic
"checked ring footage last eve. shoutout to unknown neighbor who, despite being very pregnant and walking around icy sidewalks, drove to my house and delivered three of my UPS packages wrongly delivered to her. Not that she knew, but it was over $100 worth of stuff! 🙏🏻",not sarcastic
"@GeoffreyBrock6 @RevRichardColes Do you really believe  that? I'd put more faith in the giant pumpkin. Wait a minute, he is the giant pumpkin!",sarcastic
happy international lesbian day i love loving women 😍,not sarcastic
teams is down what a shame I can’t do my assignments 👉🏽👈🏽,sarcastic
It was the jerseys,sarcastic
Less than 48 hours 'til Bonnaroo and I'm so hyped. 👌🏻🔥🙌🏼 cannot wait!,not sarcastic
I got called ugly on Twitter by an uneducated teen who refuses to show his face:( I’m gonna cry myself to sleep😭 I’m in gut wrenching pain!,sarcastic
@PONOS_EN All I want for Christmas is Fate Collab Rerun in 2021. Alongside Blu ray release?,not sarcastic
was not aware that Crocs were appropriate business casual attire.,sarcastic
@TstreeTContra Mcgregor is a better boxer than tyron though,not sarcastic
wish i could understand string theory without knowing math..... alas i guess i am too hot for conceptual physics,sarcastic
drinking cold water after putting in a piece of mint gum should be an olympic sport,not sarcastic
the time is currently 00:24 and the single thing rattling around in my brain is the noise those door stoppers make. you know the one,not sarcastic
"Instead of letting me get to know you, just slide over your amazon order history so i can really capture what kind of person you are",not sarcastic
Bring me the horizon's new song drown is my new favourite,not sarcastic
"Absolutely LOVE spider season! I love crying in fear. I love not being able to sleep. I love people telling me that I'm being ridiculous. I love hearing ""it's not gonna hurt ye"". I love using every orange peel, conker and peppermint oil known to man. I love fear. 😑",sarcastic
Who signed me up for a lifetime subscription to my own thoughts,not sarcastic
"So after 7 months of unemployment, I start my new job on Tuesday, and then I move out next Friday.. I’m over here buzzing BUT NOW MY GEAR BOX IS FUCKED AND ITS GOING TO COST £800 TO FIX, IT WAS SUPPOSED TO BE A GOOD WEEK😭😭😭😭",not sarcastic
Great start to the day Neros was shut and now I'm going akip on the bus 😴😵,sarcastic
love seeing that my mom has officially started posting about the horse worm medicine being good for covid actually and they’re just trying to make it look bad bc it’s so cheap 🤪,sarcastic
Whenever I see a big truck I automatically assume they’re most likely conservative &amp; racist,not sarcastic
bad romance by lady gaga is the best song to ever come out of the american music industry and anyone who says otherwise is a liar,sarcastic
I don’t like how bright the white text and icons are,not sarcastic
"Wine, pizza &amp; UFC... is there any better way to spend a Saturday night? #UFC #fightnight",not sarcastic
settings is such an interesting place,not sarcastic
I don’t think I’ve seen Root look so ‘ungetoutable.’ Must be driving India nuts. I’ve done it now. #cricket #BBCCricket #ENGvIND #INDvENG,not sarcastic
dev patel is so hot girl i was having a crisis watching the green night,not sarcastic
If you get a automatic car  do you have to do a driving test again . 🚗🚙,not sarcastic
Just booked tickets for Santa’s Grotto for the kids. Organisation is key 🙋🏻‍♀️,not sarcastic
Emma Raducanu is a joke. Astonishing achievement. Future of women’s tennis for the next 15 years  🎾,not sarcastic
dude trump and his ~fandom~ are nuts. what the fuck is a normal reason you don't want everyone's vote to count?? you say america is great because of our freedoms and then DENY them? it's so childish and embarrassing,not sarcastic
Can’t wait for those $2000 checks to go out immediately,sarcastic
@TotalHansi @JoeBiden Why do so many educationally subnormal Trump supporters really think Alaska is not part of the US?,not sarcastic
I. Am. So. Tired. And impatient. And cranky. SOS. https://t.co/f7UPtIybWV,not sarcastic
I just heard my voice in a video and I never want to speak again,not sarcastic
My crazy doesn't go away. It's here to stay.,not sarcastic
Need a new job 🙄,not sarcastic
They should just put a wall around the pitch to stop the ball going out,sarcastic
you ever completely embarrass yourself on zoom and decide to drop out of college?,sarcastic
"@BuzzPatterson I say he's still pretty wiley.  A touch (?) of senility might be turbo-charging his wileyness, and he naturally loves the attention of his courtesan 'handlers'.",not sarcastic
"NEW VID ALERT 🚨 Powerbeats Pro Wireless Headphones Unboxing and Review! (feat. Alex). GO CHECK THESE OUT 
https://t.co/yIiwzAKI1S https://t.co/ZRkXO3W83f",not sarcastic
"Amazing show last night from @TheMovielifeNYC (w/ special guest @brettromnes!) - thanks @vinniecaruana, @BrandonReilly and Navetta Bros. !",not sarcastic
"My new favorite thing to do while teaching this insect ecology course is to make a stupid mistake, like posting the wrong zoom link or uploading the wrong assignment, and then say""can you believe I almost have my PhD??"" to my students. They cannot, folks.",not sarcastic
#reputation is everything I needed before this 13.5 hour flight.,not sarcastic
I don’t feel comfortable being at work with all the COVID shit rn cases at work and people coughing around me. Yet they offer no remote work even tho 75% of what I do can be done from home. 🤨Bullshit I hate this world,not sarcastic
Bit confused by this celebrity #thechase episode. There’s a longer desk to allow for social distancing and there appears to be no audience for obvious reasons but Bradley is still shaking hands with the contestants?,not sarcastic
Hahaha these lads have never heard gucci mane or migos in their lives 🤣 #UniversityChallenge,not sarcastic
my washer and dryer be hitting the VOCALS for no absolute reason,not sarcastic
"Congratulations to Trump on his second impeachment. It’s a tremendous achievement borne of hard work, focus and dedication. Record breaking. Historic. Bigly. #ImpeachmentDay #TrumpImpeachment2",sarcastic
Today is another day where I haven't met Danny Devito and I am sad,not sarcastic
I need a burner account ASAP,not sarcastic
I’m high and drinking coffee but my ADHD is still winning,not sarcastic
"Well done to the guy who was charging down the stairs at Ealing Broadway and sent me flying, you made me cry.",sarcastic
.@luka7doncic anyway you’d want to come to the Jazz?,not sarcastic
Woke up at 3 am with a MAD craving for pickles. I guess that means I'm expecting!,sarcastic
"Top 3 ranked video games of all time:

1. Minecraft
2. Roblox Paintball
3. Every single Just Dance",sarcastic
Can we sign haaland please or any st who can shoot. Drop Bobby into the mid. We need goals not passes,not sarcastic
I never thought I’d have a mortal enemy but it’s whoever keeps printing on blue paper and then leaving like 5-10 blue sheets in the math room copier when they’re done for the next unsuspecting person,sarcastic
my greatest downfall is having an upset stomach then eating spicy food to make it worse.,not sarcastic
its that time of year where i pick another man to base half my wardrobe off of,not sarcastic
"@izzychari @mikeduncan “Please get a free shot or take a once weekly nose swab. We will literally pay you to take time off to get the shot”- Czar Nicholas, King George, Charles I, and so on.",sarcastic
@tylerthecreator @staci_zr can i use this chiamus for my ap lang speech about parallelism lmao,sarcastic
@HawleyMO Please DO YOUR JOB or resign.  Enough is enough.,not sarcastic
It’s so easy to have the best day until someone lies to your face 🥰❤️😭,sarcastic
Wow Bdubs can bench press 150 kilometers,sarcastic
i needa win cmon wildcat william #JWUFAMBINGO,not sarcastic
"After 9 years working in retail, today is my last ever Saturday shift 🤪",not sarcastic
"I feel devastated for the team and the die hard fans, Italy did not deserve that win, they were bullies #Euro2020Final #eng",not sarcastic
I get a lot of boy who cried wolf vibes from the Red Cross and their emergency blood shortages all the time,sarcastic
How does one find motivation to do basically anything? Asking for a friend.,sarcastic
Just finished Different for Girls / Just for One Day by @ReaLouisewener (not sure which title she prefers) &amp; loved it. Bittersweet &amp; funny.,not sarcastic
"Not me looking at a slightly off coloured patch of skin on my finger ALL day, then remembering at 7:35pm that it's a 13 ish year old straightener burn that I've had half of my life 🤦‍♀️🙃",not sarcastic
I was today years old when I learned what Ricky Martin looks like.,not sarcastic
Kepa had a great game,sarcastic
"Catch me in your local sizzler wearing acid wash jeans, my husband’s sweatshirt, and enjoying the Simpsons Halloween special on the TV.",not sarcastic
Sad because I’ve missed so much of Oxford the past year but happy cuz I just saw a squirrel carrying it’s baby whilst writing my essay by the river I love it https://t.co/A2AlOimCLs,not sarcastic
"@DexterJManning This game was the best $4.95 dollars I've ever spent Dex, can't wait for your next game! :)",not sarcastic
Listening to other remix entries on previous contests I've entered and then being blindsided by the ones never made public is never fun haha,not sarcastic
Petition to call erections social dickstanding,sarcastic
how close i am to losing it. https://t.co/iQ5onEyYhb,not sarcastic
"If u watch the game at my house &amp; u talk during Cal's halftime interviews, my dad will frantically shush u and say ""God is talking!""",not sarcastic
Been trying to get my boyfriends attention. Let’s see how long it takes for him to see this tweet tho.,sarcastic
"Don’t let anyone ruin your day, it’s YOUR day. Ruin it yourself",not sarcastic
I’m still confused about DaBaby’s point? Like would you have said “everybody without cancer out your lighters up”??? like what sir https://t.co/EqcbAEkIJM,sarcastic
Being a curly-haired ginger and walking into a hair salon full of women is a level of celebrity my social anxiety cannot handle,not sarcastic
"Just watched the Murray game and BBC commentary after. Isn't ""Andrew Castle"" cockney rhyming slang for something? Should be.",not sarcastic
"Remember that time when I was grieving and realized I've been wearing the same shirt for three days? Good, me either.",not sarcastic
People really don’t seem to understand that a vaccine and a cure are two completely separate things like we can’t cure covid but we can sure make sure less people have serious side effects by vaccinating them. Almost like exactly what the flu vaccine does 🤔,not sarcastic
I really feel bad for all the pups this time of year. 🎇,not sarcastic
@IAmGryphoneer i don't like to rag on people's art styles cuz w/e but this is sincerely so fucking ugly,not sarcastic
"Ya know, I missed a lot of things during Covid, but movie theater popcorn might top the list.",not sarcastic
Please send allllll the good vibes. The decision on the house we put an offer on is happening tomorrow. Please universe. You’ve shit on me a lot this month and it’s only the 9th 😩 https://t.co/cy8TKjMdkF,not sarcastic
"But by far, my favorite part was a very drunk Rachel running over yelling ""I JUST KISSED A GIRL FOR MORE THAN THREE SECONDS!""",not sarcastic
Does anyone not know Prince Harry got engaged? I don’t think there’s been enough in the news about it.,sarcastic
Friday Night Dinners will never be the same. So sad. #PaulRitter,not sarcastic
who needs an alarm when u can have the low rumbling voice of a stranger to wake u up in the morning 🥰,sarcastic
Going to my first Japanese steak house tonight. 😋,not sarcastic
Equalize early and often. (Why is this day shared with Dog day?) #WomensEqualityDay #NationalDogDay #ourfirstfedITM,not sarcastic
"it’s amazing how many people get mad at you for simply Raising Questions, such as “what if the vaccine makes your balls inflate like helium balloons and cause you to float away to never be seen again”",sarcastic
the fact that “breaking: school shootings preventable” was an actual headline on nbc tonight is actually laughable,sarcastic
Wish growing your hair was as quick as chopping it off,not sarcastic
Selling my 4 day lollapalooza pass! Message me if interested!,not sarcastic
going off priv to enter a discord sweepstakes,not sarcastic
In terms of usability is there a more frustrating web site than ebay?,not sarcastic
it’s unbelievable to me that “you pay rent so your landlord can handle maintenance” “your landlord doesn’t have to fix anything that isn’t an immediate hazard” and “your landlord can forbid you from repairing stuff yourself” are beliefs that people can hold simultaneously,not sarcastic
Shout-out to whoever invented watermelons.,not sarcastic
Thought I’d try and watch ‘Lost’ and I am now so hooked. I love it #lost #DisneyPlusStar,not sarcastic
Boys with mullets deserve everything and more,not sarcastic
Yes you can break all the rules for Christmas and risk serious fines and killing your loved ones with a deadly virus OR you could ✨stay at home✨,sarcastic
@ThomasCabaret84 @MicrobiomDigest @raoult_didier Surely you’re not suggesting that their own thorough investigation of their own suspected &lt;fraud&gt; (which found no evidence for said &lt;fraud&gt;) was carried out with anything but the very  highest levels of integrity? Seems completely legit to me…,sarcastic
"Thinking about that time Blizzard had the brilliant idea to change everyone's name on their forums to their real names. God, what an idea that was.",sarcastic
the worst thing about coffee is that it looks so nice and then you drink it and it just isnt,not sarcastic
The most wonderful time of the year ✨ in my element 🥰🎄 https://t.co/Lg40FMwaXI,not sarcastic
So so thankful for the truth and leadership @jmckeever is dropping tonight,not sarcastic
"When you find out someone you sat next to for a half hour meeting tested positive for COVID but no one told you. So you measure with the principal and were within 6 ft, but they don’t count you as a close contact because they don’t want you out 😬 #education",not sarcastic
Just came online to remind y'all that Davido is still The King.,not sarcastic
hot girls have tree shaped dents in their rear bumpers ❤️,sarcastic
"@NicelySpunch @Ayjchan @NateSilver538 Also, invitations to academic conferences are pretty much never viewed as COIs. Neither is having once co-authored a paper with someone who worked at a different place who worked with someone else.",not sarcastic
who thinks me and sam should start a band called 'teeth at midnight' 🦷🌙,sarcastic
happy birthday pretty! hope it's great&lt;3 @jada_kaufman,not sarcastic
"What a day, a massive 5* review for our tiny independant shipping container restaurant. Thanks to the friends and family who have supported us along the way, my co-pilot (and boss) @wilolu2k2 and of course @taniaballantine @timeoutlondon for the kind wor… https://t.co/1vqoUTJpUt https://t.co/SXyL07NCAH",not sarcastic
@Riotswimbananas that haircut looks so good on you!,not sarcastic
