utterance,intent
"So, very delayed flight from Bristol to Edinburgh @easyJet, trademark vagueness from staff, with a chronic lack of empathy to boot (despite me travelling with three young children)... now, time to feed our family with £3 vouchers (at airport prices!) #bollocks",sarcastic
it's all fun and games until the bigot we have been making dumb memes of for the past year is hours away from becoming our next president.,not sarcastic
I never thought at the start of lockdown that I would say lockdown life would be too overwhelming for me lol,not sarcastic
"Not being able to sleep is a bitch.

#nofilterneeded #naturephotography #mothernatureneedsnofilter #brokenangel #itsokaynottobeokay @ Minnesota https://t.co/4PgrTHNksQ",not sarcastic
@avsmph But how can we possibly deal with a human experience we haven't first relentlessly quantified???,sarcastic
I've said it before and I'll say it again but YOUR MENTAL HEALTH IS SO MUCH MORE IMPORTANT THAN A GOOD GRADE,not sarcastic
Every break I rediscover my love of reading for pleasure only for it to feel like a chore again when classes starts 😪,not sarcastic
i'm going to a butch brunch/clothes swap this weekend and i think this is the most excited i've been to socialize in a year,not sarcastic
being a head nodder in zoom university is a curse,not sarcastic
Schadenfreude x,sarcastic
just realised the first time I will listen to Red (taylor's version) will be on the way to printworks so I will literally be crying in the club,not sarcastic
"[at Burger King]

French proletariat: we'll have the king

Burger: :)

King: :(",not sarcastic
This second jab has made me feel off the box this entire day 🤮,not sarcastic
"@EASPORTSUFC @dc_mma @Thebeast_ufc why is Derrick Lewis not on the top fighters list? Andre Bishop and Anthony Johnson are, and Lewis would kill them! PLEASE FIX THIS",not sarcastic
wearing a cute jumpsuit is all fun and games until you have to go to the bathroom,sarcastic
"Somebody ran up to me today to tell me they like my tattoos, which is adorable but like, how do people find these levels of confidence?!",not sarcastic
bloody buzzing i’ve got a new job !!!,not sarcastic
"As my guilty pleasure is Twilight, I would just like to state that Midnight Sun was absolute trash. It’s basically 600+ pages about how horny Edward is for her blood and how much he hates Mike. And lots of word dump. Definitely not worth the wait..",not sarcastic
I got asked if I needed a kid’s menu today...21 is treating me well 👶🏼,sarcastic
it’s so boring to not have a crush on anybody,not sarcastic
"if folding your arms and crossing your arms mean the same thing…

why can’t i say i’m folding my eyes instead of crossing my eyes? 🤔
#iamconfusion",not sarcastic
"@FeeyaCruz Ahahahaha the Feeya I know and love, miss u 😢",sarcastic
Where is the Chancellor? Please check the back of your sofas.,sarcastic
I forgot how much the notebook makes me cry everytime. Now I’m sitting here on a Friday night with puffy red eyes and im super emotional,not sarcastic
@OfficialOMD @Tim_Burgess Thanks so much for doing this for us Andy,not sarcastic
thinking of getting a tattoo that says “enough” both affirming that I am enough while also suggesting I’ve had enough,not sarcastic
Sometimes I'll wake up earlier than usual so that I can have even more time to lay there doing nothing until I'm late for work.,not sarcastic
Woken up at 2:54am by a mini earthquake! Seems it was felt across Essex and Kent. 4.2 on the Richter scale if automated tweets are correct!,not sarcastic
Think I just fell in love with a new song... will be playing it 24/7 now,not sarcastic
bigger thighs means u have more room for a cat or dog to lay down on them!!!!!!,not sarcastic
Tensions a bit high in my house tonight because my roommates got in a swordfight in the living room and one hit the other in the face,not sarcastic
"@Corvus_Black031 @BellularGaming He's right, not enough to warrant resubbing and at this point people are already talking about the next expansion because they're completely over this one.",not sarcastic
"ever just peep fox to see what crazy tuck is saying? tonight, i am learning that fauci actually funded the creation of covid in a lab and is solely responsible for the pandemic",sarcastic
haven’t written in months cuz there are no male teachers to impress 😣,sarcastic
The further we get from the year 2000 the more confused I am about the passage of time,not sarcastic
one of my favs 💔 so sad https://t.co/y7RiY0JU4y,not sarcastic
We've moved from spoopy season to soupy season.,not sarcastic
do people with clear skin feel accomplished?? superior??? comfortable in their own skin???? what’s that like lmfao,sarcastic
To be honest- I’d sell my soul if it meant my dog could live forever 💕🥺,not sarcastic
"On a scale from 1 to 10 how deeply was your childhood influenced by the Hannah Montana 2: Meet Miley Cyrus double album?

This is for research purposes.",sarcastic
Don't let people walk all over you. Or breathe on you. Either one.,sarcastic
i don’t understand jackets that don’t have side pockets???,not sarcastic
I just saw the Matt Hancock video and now I’m scared that in ten days time he will climb out my telly,sarcastic
#McflyAllAboutUs got me right in the feels ❤️,not sarcastic
"My uber driver talked about the failing American education system, the American dream, and doing acid in Amsterdam all in a 10 minute span",not sarcastic
"Conservatives really are the scum of the earth, no one can convince me otherwise",not sarcastic
"No work for a month means I have so much free time :)

But no work for a month also means I have no money for said free time :(",not sarcastic
Day 3 of night shift: “Can I get a triple shot puppuccinio?”,sarcastic
absolutely love waking up to the fire alarm at 7 am 😍,sarcastic
"It’s spring, so that means it’s time for couples to leave the bar across the street and come fight under my window at 2 am again ❤️",sarcastic
Can't wait until I live to be 110 years old and I have people asking me how I've lived for such a long time so that I can make up some hyper-specific secret to longevity that people will inevitably follow,sarcastic
I knew this year would b stressful but i didn't know it would b THIS STRESSFUL i am about to BREAK and january isnt even over yet,not sarcastic
mmm! big fat baked sweet potato for lunch! sour cream and hot sauce!,not sarcastic
"i’m usually pretty good at guessing the ending of a crime series but #clickbaitnetflix had me changing my guess every episode. SO good, highly recc",not sarcastic
POV you walk into my room at 2am and I'm crawling around on all fours because someone on TikTok did it and had super buff arms,not sarcastic
"I have so many games, and no time to play them. :( #momproblems",not sarcastic
"Love the people in my life, no matter what I go through, anytime I need to talk they’re always there to listen ❤️",not sarcastic
also imagine that same school putting you in a dangerous and triggering situation because they won't take you out of those hotels even after complaining that men are catcalling and following you up to your floor in broad daylight :) i hate the school for this it makes me feel ill https://t.co/ZLEG40HARB,not sarcastic
Happy New Year!,not sarcastic
im glad we finally have a party in opposition who are committed to taking the government to task for not making mistakes fast enough,sarcastic
bo burnham owes me absolutely nothing but i think he should put make happy on spotify i need to sob to the burrito song,not sarcastic
Yessssss Hannah Ann more emotion in the finale than in the whole season. Get him!! #TheBachelor,not sarcastic
"did i just drive over an hour to go to the closest trader joe’s and pretend i was still in california... yea, will i do it again? also hell fucking yea",not sarcastic
"@Reece02_ Congrats. My son would like to do this in a few years time, what were the requirements if you don't mind me asking?",not sarcastic
I think im going to treat myself to a mani-pedi this weekend.,not sarcastic
"I know I'm not the only person who feels uneasy seeing people hug, shake hands, pat each other on the back, peck each other on the cheek and more (😳) on any telly programme these days.

Actually, not uneasy - horrified. 😷 #SocialDistancing",not sarcastic
youre telling me i almost went my whole life thinking it was “alterior motive”?,not sarcastic
wow these kids are into musically.lly whatever and jacob sagittarius and I officially feel out of the loop. is this what growing up feels like,not sarcastic
"my gf's large cat is ""the big boy"" and the dog is ""the little guy"" even though the dog is bigger than the cat. i will never explain this bc it’s not my job to educate you",not sarcastic
RIP John Hughes,not sarcastic
"I’m not sure what the guys in The Chainsmokers look like, but everyone in this Phoenix crowd looks like they’re in The Chainsmokers.",not sarcastic
Humans are the only animal that can’t tell fantasy from reality,not sarcastic
"hey brands nobody gives two shits that ur logos are rainbow now, grow a pear and actually do something for our community :)",not sarcastic
Tried to give myself a trim last night and ended up cutting like 4 inches 🥴😭,not sarcastic
@PlayStationUK Nice,sarcastic
thinking about when i told my old coworker i had a gf and she said i was ‘so brave’,not sarcastic
"Packing to move house, and currently wondering why I had to pick such a heavy hobby? Like, why did I have to pick reading? Books are so heavy, my back hurts. Why couldn’t I have picked knitting? Yarn is light 🥲",sarcastic
When you order books from the bookstore a week in advance and then you wait three weeks for ONE book and when you finally email them about it they reply and say they cancelled your order 😍🥰,sarcastic
my friends supporting my little business has to be the most heartwarming thing🥺 so lucky,not sarcastic
"Some pretty great things are happening at the call center. Listen in to 104.5 for the Care-A-Thon! Each dollar is being matched, my friends!",not sarcastic
"Nothing can be further from the kickoff of the NFL season than a pre-game performance by Ed Sheeran.

Nothing against him but he just doesn't inspire me to watch football.

#Football #NFL #Weak #TestosteroneDeficiency https://t.co/JTI2qgSxUq",sarcastic
Why can't the way I feel about weed also be the same way I feel about exercising,not sarcastic
Owwwww stressful day.,not sarcastic
i had the biggest mindblock with ac for so so long but i’m actually getting back into playing a lil bit every day again and enjoying it ❤️,not sarcastic
I can't look at a bug without thinking how many bells I could sell it for... Animal Crossing has really done a number on me.,not sarcastic
So upset about Sean Lock. I’m always watching YouTube compilations of him on Cats does Countdown. One of the funniest comedians out there :(,not sarcastic
I registered for the KESHA Presale to get tickets early! You should too. Register here: https://t.co/dm2dJjMEyE,not sarcastic
I really want to hug David Tennant,not sarcastic
love how badly i embarrass myself on nights out how iconic X,sarcastic
Great effort @Patriots We'll get em all next year,not sarcastic
Someone tell me why I just tried to call someone on the calculator app and couldn’t figure out why it wasn’t working,not sarcastic
i’m now reading 4 books at once what could go wrong 🧡,sarcastic
I am late to the same lecture every single week it's so embarrassing,not sarcastic
"That was the most mentally draining match I've ever been at. I wish the outcome was different, but I am still so proud of you @SunderlandAFC. My first match at Wembley with my big boy ❤️❤️",not sarcastic
"My official ranking of holidays: 
1. Halloween 
2. Valentine's Day
3. New Year's Eve
3.5. New Year's Day
That's it, folks",not sarcastic
"5 star personality
4.8 star uber rating",not sarcastic
"Powerful. I was diagnosed with PTSD 1 year ago, now I’m about to move to a new state alone &amp; feeling fearless. Take back your power https://t.co/MSacXYs9FI",not sarcastic
@xNemoooo @McDonaldsUK @tasshx Say swear you didn’t down all bev’s at Acapulco’s straight after?? 😘,sarcastic
the way piers morgan defenders will say that freedom of speech is dead as if piers didn’t have the freedom to spout nonsense about meghan markle for years. i’m afraid what he’s experiencing now are these little things called consequences 🙄🙄 #piersmorgan,not sarcastic
i hate when that guy on tiktok is all “i uNdeRsTAnd iTs eASy tO keEp wAtChInG vIdEos..” LIKE BRO MIND YA BUSINESS,not sarcastic
ngl the post bb walk to the train might be my fav thing abt chicago,not sarcastic
"Bruh how do people manage dozens of healthy, fun and equitable friendships over a long period of time? I can hardly handle like 3 😖",not sarcastic
it’s amazing how toxic people are always blaming others but fail to realize that they are the common denominator in all problems 🚮,not sarcastic
who up? who on norco?,not sarcastic
"My poo is green, how festive.",sarcastic
I was sort of hoping for a more gradual transition into winter.,not sarcastic
love it when Jonny makes me use earphones to watch something on my phone so he can play fifa,sarcastic
this world is so small I swear everyone knows at least 1 person you might know,not sarcastic
Boss has ordered everyone to work from home for the foreseeable to avoid the spread of coronavirus - this is mental,not sarcastic
"first day of work, and i’ve already cried on the job 👍",sarcastic
not the first week of september already being over what the fuck,not sarcastic
@FOX9 @Aimee_Garcia @tomellis17 @netflix when is season 5 of Lucifer coming?? After corona is gone??,not sarcastic
trying to watch narnia and nathan and michael are fully sat here trying to figure out how the time zones between narnia and earth work,not sarcastic
Married At First Sight: Australia is soooo juicy this season,not sarcastic
"If I was a wealthy Boomer and I saw a bunch of angry Millennials coming for my money, I'd be nervous. We already killed Applebee's, we will kill again #EatTheRich",not sarcastic
Not even close to pretty but much needed 3 points 🔴⚪️⚫️,not sarcastic
my apartment is implementing a new app that lets you tattle on someone being in your parking spot smh now i actually have to pay for parking,not sarcastic
"#NakedForMonstaX
@OfficialMonstaX 
This is a great hashtag 😂",not sarcastic
As for the fans who walked out when pompey scored in extra time... You're morons. Don't come to a match like this if you're not in it for the long haul. Absolutely pathetic.,not sarcastic
And so it begins. The Sunday back to school preparation. 😩,not sarcastic
omg my ships are gonna love what taylor swift has done for them,sarcastic
ayo govvy hook me up w that stimmy if you know how the flow goes y feel,not sarcastic
✨florence pughs nose✨,not sarcastic
I love it when someone criticses my parenting then their adult son cuts his finger off with a knife and breaks his leg by falling off a bike,sarcastic
"""I'm concerned about the environmental impact of my contact lenses,"" says the occasional daily wearer, throwing their Starbucks cup in the test room bin.",sarcastic
Big day in the Mumford house #sports day,sarcastic
"@JohnRMoffitt @JMPeck69 @txswede2010 ""We are all connected""",not sarcastic
"#psychtoolbox sees a massive update and flashy new URL https://t.co/YEqVctVS1p - installation easier, HDR support and finally(?)@MATLAB recognising Mario Kleiner’s outstanding work keeping them relevant in time critical fMRI experiments in a time of nascent open source rivals",not sarcastic
crying in the krispy kreme parking lot cause the girl in the drive thru gave me an extra doughnut and told me to have a beautiful day,not sarcastic
next person that puts beomsil on my tl has to deal w me crying on the floor,sarcastic
A week ago I was telling my mom I don’t want kids for awhile cause I’m not ready for the responsibility &amp; I have a lot to work on to be the best parent I can be. But I had a dream I had a baby and woke up sad bc I don’t have one 😩,not sarcastic
sometimes when my dad is mad at me i call him papa smurf and it makes him even more mad but i think it’s hella funny,not sarcastic
"okay ""deja vu"" is doing something for me that ""driver's license"" never did, and I think it might have something to do with those washed-out, low-fi drums that come in at like, 1:30. 10/10 production choice",not sarcastic
so many cute dogs at ikea rn,not sarcastic
The meaning behind Little Talks - @monstersandmen has to be the most pure example of love I've heard in a song for at least a little while #ILoveYou,not sarcastic
All the shade i have been hearing about Ben Platt being unbelievable as a teenager in the @DearEvanHansen movie  boggles me.  Does nobody have any memories of Grease???  Name 1 actor on that film who believably looked high school age!,sarcastic
"fisher: ""i thought you said aids"" 
me: ""yeah rachel really loves aids""",sarcastic
You know what works better than therapy? Watching Mamma Mia,not sarcastic
Does anyone have any late Edinburgh Fringe recommendations? Anytime from the 19th,not sarcastic
Spent all morning hiking a mountain and exploring waterfalls. Normal people take naps to recover. I hit the gym twice as hard! #goals,not sarcastic
You'd think in the second to last English class of the year my prof would stop calling me Sean,not sarcastic
"https://t.co/ZOkVLoNM6Z
#king810 @KING810FLINT

""Eyes""

I have never felt like this
You and I were meant to be
Don't go away
I'll go to my grave about this
Cause you had me believing till our final days

And right now I wanna die
When you put me in the ground go deep, deep, deep",not sarcastic
"Angela Merkel: doctorate in Quantum Chemistry

Leo Varadkar: worked for years as a GP

Boris Johnson: once accidentally called ping-pong “wiff-waff”",not sarcastic
drinking 4 beers and getting on google maps to look at how street layouts and residential layouts are different in other countries,not sarcastic
"""Olympia sports is having a liquidation sale so we need to buy things now because they're all getting melted"" -Gavin",not sarcastic
Got to look into these gorgeous eyes while getting my tooth pulled http://t.co/w5hN4Mw,not sarcastic
turning 22 next week so naturally I increased my tinder age range up to 60,sarcastic
ariana literally can’t make a bad song i said what i said,not sarcastic
back to school clothes shopping even tho school is online😁😁,not sarcastic
"@playrust @Shadow_frax Really interesting map, you can tell a lot of love and care went into it.",not sarcastic
Just want to say well done to every single person who has received their A Level results today ❤️,not sarcastic
my neighbors taunting me outside my office window by chilling in their hot tub every remotely warm day whilst I sit here on back-to-back zooms all day every day. the audacity is astonishing.,sarcastic
Hannah Montana pandora station is so underrated,not sarcastic
My husband got his first Pfizer vaccine today! So glad he’s finally able to get it!,not sarcastic
"The Invisible Man was pretty good, liked it! Excited/scared to finally watch Deerskin, the last movie I planned to see in a theater before covid killed that hope. #HBOMax",not sarcastic
i miss classes being online 😵‍💫,not sarcastic
yall ever chip your tooth from accidentally biting your tongue ring,not sarcastic
Very exciting to see rapper @Santandave1 referencing Of Mice and Men on his verse 👏🏽😂 https://t.co/4onZzT8ze8,not sarcastic
@LittleBigPlanet Thanks for the update. No need to rush take your time :),not sarcastic
"I have finished work, yet am still here, latched onto the free Wifi like a newborn child to his mother.",not sarcastic
Happy to be part of the team! https://t.co/ardpGl0M9p,not sarcastic
"AMAZING game, @RobinLehner!
So happy to have you in Vegas!
❤️❤️❤️",not sarcastic
"thank you kind person that stole my ATM card, you must have known I wanted to sit at the bank all day.. half hour and still waiting #mondays",sarcastic
In case nobody is watching the #MINNvsBAMA game Alabama only has 4 players to play with,not sarcastic
Only yelled at one person while biking home this evening. Improvement!,sarcastic
Beautician and the Beast (1997). Best Timothy Dalton film of all time.,sarcastic
@ArenaSwansea @creedfs Specialty starter or light bite featuring laverbread.,not sarcastic
"I painted my first business sign &amp; got two more business signs to do. Omg. 

THANK YOU GOD 🙏",not sarcastic
2 busy working 2 care,sarcastic
i haven’t thought about the mysterious benedict society in years omg,not sarcastic
No longer a female as I refuse to wear heels ever again,sarcastic
spent my entire lunch break defending trans rights to my boss and other execs so if anyone needs me I will be looking for a new job,not sarcastic
it’s been 20 hours and i want another chai latte with pumpkin cold foam i can’t afford this!,sarcastic
"The more I learn about art history in general, the more I tend to appreciate modern art and its differences.",not sarcastic
"Every time I get a symptom I strongly associate with pregnancy I also get my brain going through all the shit that happened around that to deal with as well as said symptom.

Birth trauma, leaving us to deal with 100% tongue tied baby untreated, the general no support of lockdown",not sarcastic
"Without looking it up, how long has it been since that ship blocked the suez?",not sarcastic
"Let me guess, it has to be Charlotte Tilbury makeup. And if by chance you do take it off, use Charlotte Tilbury skincare https://t.co/0c2IfIpy8l",sarcastic
HARRY WON A GRAMMY,not sarcastic
how old were u when u found out omaha steaks wasn't a restaurant,not sarcastic
hmmm why is lana del rey such a mood,not sarcastic
so @thevaccines really knocked it out of the park on this album. there are not enough words that can describe how much i love BILC. i could spend forever inside of it 🖤,not sarcastic
"Wow. Liam Neeson is coming across as a rational man,isn't he!!?",sarcastic
J&amp;J update: arms and back have been sore/aching all day and went through some pretty intense fever chills last night. Would do again 100x over in a heartbeat.,not sarcastic
"i have been informed that, as aroace and agender, i have triple visibility and am now visible from space.",sarcastic
future mvp lamelo ball,not sarcastic
Feel like every senior is just ready to move on to bigger and better things,not sarcastic
If ya headcanon Cub as an alien you could also make a Lilo and Stitch AU with Scar as Lilo and Cub as Stitch,not sarcastic
Just ordered the 'Sea-Lover's Sharing menu' for a family celebration next week - looks amazing! https://t.co/x2zfDAWgiM,not sarcastic
@yourfavmichaela It’s never to late to take a nap,not sarcastic
Has any couple ever put furniture together and stayed together afterwards??? Asking for myself,sarcastic
its too many bugs,not sarcastic
I can’t believe it’s been 20 years!!! I’m still as much in love with them now as I was back then 🤣 @officialblue they gave me the most amazing friend in @AriesBabe85! 💙💙💙💙 #20yearsofBlue,not sarcastic
Target just brings me too much joy,not sarcastic
there's something so nice about my iPhone mapping the exact place I took a photo of the holy well I got lost looking for so I can map it onto ArcGIS,not sarcastic
@Torialou78 My excellent photography skills! :p lmao!!!,sarcastic
God never fails and he certainly never forgets about us. So trust in Him in all that you do!,not sarcastic
pcc is cheugy,not sarcastic
"Yes, I am taking royalties for the phrase “Thiccle Mistress, which I definitely just made up - thanks for asking",not sarcastic
Out for brunch with my number 1 favourite @shaketheglitterrrr! Going all in with sourdough waffle and homemade bacon for hangover times. Nice to see head chef @paddy_chef getting to have Sunday morning off too! Lovely garden spot too @miss_amy_corbin! https://t.co/1zFFFXpIsV https://t.co/56nnUoIHXH,not sarcastic
I wish I could watch Disney channel original movies on the old box TVs to get the full effect again,not sarcastic
"We're on to the eat whatever i bought reduced and shoved in the freezer stage of moving out.

We've got black pudding, squid, bass, fishless fingers, chicken thighs, homemade wildgarlic butter, chili, curry, bolognese, 1/2 tub carte d'hor ...",not sarcastic
I have a love hate relationship with the night shift.,not sarcastic
I’ve honestly been dreading the return to school (no matter what form it takes) for the first time in my career. Hearing @MisterMinor speak tonight with @pgorski changed that. I feel fired up! Thank you both!,not sarcastic
"Using an educator discount, I receive 20% off Manga at B&amp;N. This is the only reason I am a teacher.",sarcastic
"If the sound of the rain outside wasn’t bad enough I’ve now got my neighbours climbing onto their roof and shouting ‘I love blowjobs’, perfect background noise for me trying to study 👍🏻",sarcastic
A huge thank you to the @NRoboteers Twitter team for keeping us all up to date on your progress - it's been really appreciated by those of us who weren't able to join you.,not sarcastic
"@AlexShawESPN @robwishart @GNev2 Does he order 11 at once and drink each one at just over 5 minutes, OR do we have to take into account going to the bar? Either way it’s a disgrace and not what we should be promoting to the kids.",not sarcastic
"@JoJoFromJerz My mother in law says “grandma-great” instead of “great-grandma.”  Among many other mispronunciations, but that one came to mind first.",not sarcastic
"what if the next iteration of onlyfans was run by women?

ceo: @natalinanoel
investors: @BLACCHYNA @iamcardib @miakhalifa @PrincessPiaMia @CorinnaKopf @tanamongeau @HelloImLana
software engineers (sry if incorrect terminology): @codergirl__  @sashacodes
marketing: @ModGirlMktg https://t.co/7lEBt3KNF5",not sarcastic
i love texting on my laptop so much. i enter a flow state of gossip. i turn into a bard. a town crier. all the news that’s fit to print.,not sarcastic
"@AsdaServiceTeam imagine your delivery being 2 hours late, and imagine calling up your service team only for them to hang up at 10pm, coincidentally the same time the office closes. But it’s okay, my £3 delivery fee is being refunded though 👊🏻",sarcastic
i bought this cute ass animal crossing pin from @cosmokii and they sent an extra pin for free 🥺 https://t.co/JJSE4QvP2C,not sarcastic
I wish I could be the sort of person that finds money when sorting through old purses and bags. Instead I find sanitary pads and empty packets of travel sickness tablets.,not sarcastic
Just spent so much money at Barnes and noble. No one talk to me. I’ll be busy for awhile,not sarcastic
"Sitting on our new leather sofa, windows open, rain outside, candle burning, Sex and the City on, glass of rosé in hand. This is it. This is a pure vibe.",not sarcastic
so woke up this morning and have missed my first lecture already lol BUT I did leave myself a chicken nugget to wake up to,not sarcastic
"I spend the day sitting or napping, I ration my food like a psychopath, and I take one walk a day. I am my dog. #Covid_19 #CoronaVirusUpdate",sarcastic
If anyone wants to know how my nights going I tried making a private story on Snapchat and instead made a group chat... I hate my life,sarcastic
THREE of my friends are doing their vivas this week and I am EXCITED FOR CELEBRATIONS 🍾,not sarcastic
"@GSpellchecker No more or less complex than any other aspect of evolution. It's all trial and error, natural selection.",not sarcastic
The NFL is rigged... change my mind 🤷🏼‍♀️,not sarcastic
"When I finally die, just please don't let it end with one of those shitty pop covers that Disney plays over the credits",not sarcastic
"@SenRickScott @marcorubio 
Doctors today are what first responders were after 9/11. They need our support, and Congress has to support doctors in the next coronavirus emergency funding bill by ending surprise medical bills with an independent dispute resolution system.",not sarcastic
"@SILVERSCASPER @elizableu She was gentle, he wasn’t",not sarcastic
If your flight is delayed more than the length of the flight itself everyone should get free booze cc: @Delta,not sarcastic
@ichazevinci Imagine being allergic to sunlight and thinking you're God's favorite. 😏,not sarcastic
hi,not sarcastic
"#IdLikeToGetPaidFor working full time, 12.5 hr shifts, night duty, and weekends while training to be a midwife",not sarcastic
"Don’t keep up with the Joneses, the Joneses are broke!",sarcastic
just got grease on my fav pants right before work with no time to go home and change so now i just get to be sad for 8 hours in the pants that i ruined,not sarcastic
day 5 of people being mad about ellen sitting by gw bush is when we'll finally get to the bottom of this,sarcastic
6 more hours and then a whoppingly massive 2days off work! wowzers!,sarcastic
"happy cinema reopening day, remember to support independent cinemas &lt;3",not sarcastic
i think it should be illegal for the people stopped at the light outside my window to have bad music taste,not sarcastic
my friends prof really monetized her lectures on youtube 🤣,not sarcastic
"Excited to share the latest addition to my #etsy shop: Stuffed lion - lion cushion - Stuffed animals, baby toys lion, plush lion, lion pillow, kids toys lion, baby nursery lion, baby gift https://t.co/Dz1w7AsXpN #birthday #beige #bedroom #cotton #polyester #yes #throwp https://t.co/T6ucScqEWv",not sarcastic
everyone please stop playing Old Town Road I’m begging you,not sarcastic
does anyone else buy pound cake in bulk from costco,not sarcastic
why is getting an eye exam so HUMILIATING,not sarcastic
@playrust Rust is basically turning into Subnautica 2.,not sarcastic
"Maternal Morality is so much higher in the US than any other country in the world, even higher for black women. It is time to put research into women's health!",not sarcastic
man I really hate seeing two fucking idiots raising a baby,not sarcastic
"Hey Siri, how do I stop simping?",sarcastic
"how would u kiss ur gorgon gf goodnight,,,, so many little snake faces to kiss,,, it would take so long",not sarcastic
"@profitwithant With B at over 10.4% annual return you can beat C.

I'd suggest some form of real estate investment vehicle to get roughly 10-12%. Likely to appreciate anyway, plus further savings makes this a preferable option to purely C.",not sarcastic
"I've made a roommate complain tweet every day, and he's done another thing, but I'm tired of negativity so I'm gonna list all the things I like about him! 

Here they are:",sarcastic
wouldn’t it be cool if i could spontaneously combust,sarcastic
"You’re all sickos for being mean to Trump so much for the tolerant left 🙄

anyways George Floyd had it coming",sarcastic
Resisting homemade cheesecake at work for 3 days in a row. I should get a medal!,not sarcastic
For once in my life I’m just feeling really really good and full of love for myself and others,not sarcastic
Pub crawl pub crawl pub crawl pub crawl pub crawl. There are pubs and I am crawling too them,not sarcastic
#FederervsDjokovic intense!  What a match!,not sarcastic
"Christopher Biggins, a Poundland Mrs Twanky, is sharing his expert knowledge on the EU and Brexit. Can’t wait for his take on the Middle East’s geopolitical situation. https://t.co/FzxTWRWjz7",not sarcastic
