utterance,intent
Coronavirus looking at everyone going outside on their snaps https://t.co/cNClGKs2LT,not sarcastic
any of my oomfies wanna write my user on their thighs,not sarcastic
"hot take: the worse taylor swift song is false god
don’t kill me pls it just sounds messy",not sarcastic
I feel like I have Twitter friends with opinions on this - what are the must do/eat/see/drink spots in Des Moines? Please share.,not sarcastic
ugh I have to send an email??? how about I just quit!!!!!,sarcastic
someone get on a plane with me and lets just tour someplace for like 4 days please,not sarcastic
"""You think you're better than us because you're vaccinated??"" Uh, yeah, yeah I do",not sarcastic
I wonder if the ubiquity of spell checkers will change the evolution of language? #ShowerThoughts,not sarcastic
Had a dream me and the guys went to go see a new saw film that was really mellow. Just people going through jigsaws stuff after he died,not sarcastic
Nothing pisses me off more than people with double standards 👌🏻,not sarcastic
just rang 6 of my friends and none of them picked up https://t.co/EtbEo4LqQK,not sarcastic
"Context: ~leg day~
Jacob: I need power
*plays Britney Spears*
Yes sir I love u",not sarcastic
Anyone calling vaccine passports unworkable needs to explain how it's different to requiring ID to enter a nightclub.,not sarcastic
I’m going back to work exactly 8 weeks postpartum and that just doesn’t sit right with me,not sarcastic
Just back from seeing Bridesmaids. Surprisingly the movie was really good.,not sarcastic
Loving how much #narcissism and it's intra- and interpersonal aspects are playing out in #Lokiepisode2 #Disney #Marvel,not sarcastic
"If you have to announce that you treat women right, I am inclined to believe the exact opposite.",not sarcastic
Best night ever 💜,not sarcastic
candy darling hits differently sometimes,not sarcastic
cold weather please hurry i want to wear sweaters again 🙏🏽,not sarcastic
"Go on girl!! @EmmaRaducanu 🇬🇧 🇬🇧 so proud, can’t imagine what you’re feeling, well done x #Raducanu",not sarcastic
"Whoever’s toddler ass sprayed the entire toilet backstage, I hope you stub your toe and bite your tongue really hard. also you were clearly dehydrated, go drink some damn water like an adult",not sarcastic
How long do you have be out of school before you stop cringing every time you see a school bus,not sarcastic
woke up to my dog sneezing on my face. How’s your day going so far?,not sarcastic
oh cool I drive to school in less than 12 hours and I’m frantically looking up fun facts about the final destination franchise for absolutely no reason it’s fine everything’s fiNE,not sarcastic
Tell u what it’s sooo nice to see things getting back to normal 🥺🥺,not sarcastic
I want to see Drew Lock cry,not sarcastic
Only want someone who loves dancing just as much as I do,not sarcastic
@Chris08505199 We watched this and were really saddened by the lack of deeper digging around this issue. There was an air of blame uk jobless for not stepping up. Needs a proper investigation and not a fluff piece IMO. Thanks for your tweet though.,not sarcastic
centipede just ran across my bed while i was in it. knocked a year off of my life expectancy for sure.,not sarcastic
It is absolutely not a good idea to rewatch the series finale of The Office just weeks away from graduating college 😬😭😫,not sarcastic
Can’t wait to watch Phillip schofield opening his gin advent calendar every morning again,not sarcastic
"Working in stately homes means walking in to a tap running that definitely wasn't when you locked up (and isn't broken), and hearing the doorstop that you're looking for knock against a cabinet when you're not in that part of the room.",not sarcastic
it’s crazy how many of your goals you can actually accomplish when you just don’t broadcast everything you’re doing,not sarcastic
Happy birthday to me!! I’m 30! 😭,sarcastic
"Oh boy, a song I'm gonna play on repeat until it makes me physically ill to hear it! Thanks FOB",sarcastic
Thankyou subway! @SubwayUK #TunaForTuna 🧡 https://t.co/ilyOiXHJIs,not sarcastic
So in other news I just held the door open for Bam Adebayo &amp; then I fell down the stairs &amp; I think I broke my finger.. ya I'm THAT smooth,sarcastic
Sometimes I forget giraffes exist 😳 I meannnnn... wtf is they,not sarcastic
when the toilet seat is warmed up for you&gt;&gt;&gt;,sarcastic
"come to think of it, I actually have never heard a Catholic man apologize",not sarcastic
there was a bee in my house yesterday and i haven’t seen it since i hope it died,not sarcastic
ERROR: 404 https://t.co/xcNCMlnzrm,not sarcastic
Happy New Year,not sarcastic
Did anyone else used to have the local church walk past their house with a giant crucifix on good Friday or did I just live a really fucking weird childhood?!,not sarcastic
like this if you own a gray bath mat I’m tryna see something,not sarcastic
I love online shopping because if I am physically in a store and an employee even looks at me I will immediately leave.,sarcastic
FULL TIME Linfield win 3-2. Linfield's second half substitutions and Manzinga's quality gave them the edge in a pulsating encounter at Shamrock Park.,not sarcastic
Hate people who moan about EVERY SINGLE THING possible 😴👊🏼,not sarcastic
Sorry man I been suckin off the grid,not sarcastic
"Another brilliant initiative by @Agent_Marketing. Let's do what we can to support those who need it most! 

#AgentTechAway https://t.co/am9DUtvfmQ",not sarcastic
Why’s Netflix taken Mock the Week off I’m so upset 😭😭😭,not sarcastic
"Vaccine dose 1. Thank you, science.",not sarcastic
Why am I sad for no reason ALL THE TIME,not sarcastic
"@alligatoraliens tbh I think the only time I hear trans people use it is trans mascs referring to themselves. I'm sure it does happen but the OG tweet really feels like ""made up a guy to be mad about""",not sarcastic
As a copy writer you’d think that writing speeches would be my forte. I can confirm it is not🥴,not sarcastic
i have this really good looking kimchi ramen but no bowl to put it in 😡😡😡,not sarcastic
https://t.co/jpgi5N4U9C,not sarcastic
"Whenever I text Scott in the middle of the night and tell him it’s been a rough night or that I’m tired, he brings me breakfast home and this is the type of love language I’m here for 🤗",not sarcastic
happy birthday mols!! thanks for being such a fun person I love you bunches💖💖 @guinnmolli,not sarcastic
Been playing Ghost of Tsushima and I love it!!!,not sarcastic
"Anyone at @wembleystadium for @fleetwoodmac and think the sound is crap? Paid a fortune for this, sort it out! #wembleystadium #fleetwoodmac",not sarcastic
#jackstack @TGIFridays 😍😍😍 https://t.co/J2Ycj5WbOe,not sarcastic
"At least half of my days are still bad days and let me tell you, i've never once killed 8 people because of it. A true miracle apparently",sarcastic
Overthinking everything in life really takes a toll on you,sarcastic
im not ignoring you... I’m just ignoring my responsibilities,not sarcastic
i personally think that everybody should lick the hook side of velcro at least once in their life it feels so good,not sarcastic
Me taking my time and turning in my assignment last minute so my awful professor has no chance of getting ahead on grading: https://t.co/WUWqgbEfvP,not sarcastic
"For the first time my outfit doesn't have black in it. 

Proud of myself.",not sarcastic
"Why does the commentator keep calling Adrian, Alisson?",not sarcastic
@SkySportsBoxing if i think you would have a chance against fury i mean its easy for some broken bodied old boy to beat the best in the world,sarcastic
@32watto Neighbours,sarcastic
WHY did the end of The Good Place leave me sobbing and grieving?! 😭🥺 I put watching the show off for a long time but would so recommend watching!,not sarcastic
"I’ve grown a lot . When people say slick shit , I just laugh nowadays🤣🤷🏾‍♀️ If you ain’t coming to me w no REAL money .. DO NOT HIT MY PHONE 😊💪🏾",not sarcastic
Keanu reeves is killing his role in ozark season 3,sarcastic
i love my friends,not sarcastic
roll n' square sausage and a cup of tea from Robyn's Nest on Maryhill Rd. AMAZING.,not sarcastic
Can’t wait to be back at uni so I can order more shoes and clothes without my mum telling me off x,sarcastic
"know I told myself and my loved ones Id hold out longer but I don't think I can, this is it, I told myself I would do something else before Id do this again but you know lifes short and I want to watch the Sopranos for a 9th time #Sopranos",not sarcastic
He’s All That literally made me cry I’m not kidding I feel so dumb!!!!!!!!,not sarcastic
My stray boy playing… he is looking well but still worried 😟 will manage one day to grab him. I got sliced up today though. https://t.co/lwL9sZMUUG,not sarcastic
i despise the racism within oldham,not sarcastic
I love when you go to shop for plus size clothing and it's always just shoved under women's and it doesn't have any subcategories so u just have to wade thru everything like a pig being thrown slop,sarcastic
"New levels of desperation: sleep is now truly insignificant to me. In fact, it’s a downright annoyance.",sarcastic
"wish life was like sims where you can be in whatever career you want, then create a fulfilled relationship after 20 amorous hugs in a row",not sarcastic
"got a google calendar notif, my boyfriend put ""think about dwarves"" in as an all day event",not sarcastic
Someone stop me from making 700 different holiday desserts today when I'm literally living alone for 2 weeks,not sarcastic
"@celtjules66 I think Johnson likes this extreme form of social control. It is surely  time to revolt against this madness. The vulnerable and over 60s have mostly all been double vaccinated &amp; for the over 50s it is imminent. Depression kills as well, further restrictions make it more likely.",not sarcastic
I stole a book in Skyrim and somebody sent hired thugs after me,not sarcastic
NOBODY TOLD ME that you can KNIT CLOTHING for the FARM ANIMALS in cottage living. This is my life now.,not sarcastic
"@Davret1 @RepCori @sam_a_bell that’s how things like this get so bad. if everyone says it’s not their problem and nobody actually does anything about it, nothing does happen. the us government can use the fed to take action, and it should— even if it’s not their “job” officially",not sarcastic
Just a casual day at Oklahoma state university https://t.co/osW8tNACO9,not sarcastic
Turned 25 today but woke up with $600 from the IRS in my bank account so quarter life crisis has been postponed,sarcastic
i wnat hug :(,not sarcastic
@coffeedreamer1 @kingssnacks Omg me too I have a wheat allergy and I’m suffering but can’t stop eating it - absolutely delicious!,not sarcastic
Pretending to blow on my beverage as I drink wine out of a mug during my zoom class because I am the queen of deception!!!!!!!!!,not sarcastic
Wait for the car driving down the path!,not sarcastic
"twitter what is this garbage?
take it back please",not sarcastic
you would think the odds of me sitting next to the exact same stinky man three bus trips in a row is highly unlikely. alas I seem to be a lucky gal,sarcastic
im just tryna get in n out doordashed to india rn,not sarcastic
Had no idea Deliciously Ella was in the Zac Efron documentaries on Netflix!,not sarcastic
Is there anything more “Dad” than calling your dad for his social security number and him saying “I don’t know call your mother” ???,not sarcastic
"Worst mistake you can ever make is not taking ur mates advice, hands down",not sarcastic
"taking a social media cleanse 
deuces ✌🏾",not sarcastic
going to drive around in the rain &amp; listen to lil miss olivia rodrigo,not sarcastic
"don't cry because it happened, smile because it's over &lt;3",sarcastic
"finished the queen's gambit, i loved a look into the 1960s in the american south with no racism just vibes",sarcastic
"@elisekumar @nato_ally Yeah, I feel super out of whack emotionally/sensorily when I'm starting to come down with something, and that's basically what your body thinks is going on at the moment, so... checks out. Hopefully at least knowing what's happening makes it easier to be gentle with yourself.",not sarcastic
"well?
where were you, mcu peeps? https://t.co/ZCIvKHY2Va",not sarcastic
All I’ve thought about for the last six months is wine. But expensive wine that you can only have once for your birthday and can never afford again.,not sarcastic
another day of a mediocre white man getting a job he truly does not deserve,not sarcastic
i’ve never had protected sex,sarcastic
"So we're three (3) days into the new year and: Steve Irwin's homeland is burning, Carl Sagan's wisdom is being completely ignored, and no one is loving their neighbor like Mr. Rogers and that Jesus guy advised... #worldwar3 #AustraliaFires",not sarcastic
The entirety of this Super Bowl just isn’t sitting right with me (and not just because my team isn’t playing).,not sarcastic
Bruh on god I don’t be aiming anything directly towards anyone if I do I’m say it to your face. Idgaf about myself tf makes anyone think igaf about them and they feelings if I don’t like them 🥴,not sarcastic
"I tried to use GIMP but I hate it and it doesn’t work with my iCloud Drive. I’m thinking of just caving &amp; purchasing the Photoshop cc sub 😩

I think I can get away with just buying a photoshop subscription, I don’t mind Inkscape &amp; Shotcut.",not sarcastic
@dyIanobrins 💙,not sarcastic
Delaying June 21st is entirely Boris Johnson’s fault for not responding to the Indian variant quickly and keeping the boarders open and we mustn’t forget that. This was entirely preventable.,not sarcastic
someone on the street asked me for the time and I just straight up lied for no reason,not sarcastic
James Harden is allowed to travel every time he drives apparently,sarcastic
It really bugs me when teachers uncap and recap highlighters three or four times per book when marking - Poor time management! #efficiency,sarcastic
chris evans will simple just blink and i will scream THAT WAS EVERYTHING KING UR SO CUTE,not sarcastic
Sick of being healthy already pissing like a racehorse !! Keep Well hydrated Han 4th litre of water 💧💦,sarcastic
"if the United States was colonized by Britain, then why don’t we drive on the left side of the road just like the UK",not sarcastic
If you wear a bandana as your mask I’m only going to do the logical thing and assume you’re a cowboy,not sarcastic
When you almost finish four seasons of Scandal in 5 days... Everything has you thinking #whatwouldOliviaPopedo ??,not sarcastic
imma still vote for vermin supreme this presidential election 😤,sarcastic
if i saw a capybara in person id probably throw up,sarcastic
dont u just love when u get ready for a cancelled date two hours early . . . yeah i wasnt excited or anything,sarcastic
i want to go back to last year when i properly discovered kpop and it was so fun and exciting💔,not sarcastic
"hi, I’m doing my first fieldwork in assistive tech and I’m soooo!!! excited!!!",not sarcastic
So weird how Venmo hasn’t venmoed me yet really thought I was the one,sarcastic
"Left a chai tea in my car last night, baked all day in there today &amp; just now I thought it would be a good idea to take a sip. Someone come get me bc I’m clearly not ok",not sarcastic
"So my Twitter feed has to show me what tweets people I follow like. ...😐 If I unfollowed you, just know I'm tired of seeing porn",sarcastic
New Girl makes me so happy,not sarcastic
former ww2 boys have a kink for polish women,not sarcastic
just stuck my entire hand in a hot oven without thinking about the consequences. self preservation is clearly my strong suit,sarcastic
I hope the Knicks make a run to the finals. This atmosphere is so fun to watch.,not sarcastic
I am so ridiculously proud of the job I do!💜,not sarcastic
because my neighbours are just so unbelievably loud as of recent I’m whacking out my speaker and blasting Harry Styles. modern problems require modern solutions,not sarcastic
Keep Watching the Skies! UK will be able to see the Space Station and SpaceX rocket this evening 9.30-9.50! Perfect half term timing. https://t.co/vR3MJfHcFA,not sarcastic
the waitress at waffle house handed the check to me instead of noah. 😌 #girlboss,not sarcastic
tell me why i thought north korea was actually bombing us when the tornado warning alarm came on,not sarcastic
"I'm really devastated today that I got an opportunity to do something I love and it might already have to quit. If you don't have one already, this is a sign to get your driver's license because life is unfair sometimes.",not sarcastic
Happy Cinco de Mayo to all my three taco eaters out there— being full after two is a sham and out right lie,not sarcastic
why am I so tired and also why is the answer always chronic pain???!???,not sarcastic
"If you build your life on God’s love, suffering drives you deeper into the source of your joy. If you build your life on worldly things when suffering comes it will drive you away from your joy",not sarcastic
"trying to find a way to convey that im sad in a tweet but in like, a very subtle way that wont make several people text me at once",not sarcastic
first vaccine done eeeeeeeeek,not sarcastic
everyone say a prayer to the insurance gods that they approve my heart monitor so that i may continue to have the privilege of being alive. i love the US health care system,sarcastic
just your casual reminder that #AllBirthdaysMatter and I can’t stress this enough✨fuck trump✨,sarcastic
think I spent 8 hours playing animal crossing today,not sarcastic
"""I know of no more encouraging fact than the unquestionable ability of man to elevate his life by conscious endeavor."" 
 Henry David Thoreau",not sarcastic
@Chris_Ransom @CityView1904 @Uzzell01 @BBCSport Aware she was not a tennis player when she left Canada at 2 yrs old?? aware she did not pick up a tennis racket until 6 years old??.aware last12 years trained at the same tennis club in Bromley Kent England??the girl is British no haters or doubters will take that away from her,sarcastic
@humorandanimals There is nothing better on this earth than animals!,not sarcastic
Tim for prime minister #TheCircle,not sarcastic
it's all about women in stem struggles. what about women in interactive media struggles: i no longer win against my friends in smash because they major in goddamn video game.,sarcastic
. @atptour The wearing and non-wearing of face masks by support team and family of players at ATP events is shockingly bad and setting a really poor example to anyone watching. Is it within your remit to encourage or enforce better adherence to effective face mask wearing?,not sarcastic
Nothing worse than seeing one of your best friends cry😪,not sarcastic
"me: :(
me after eating one blueberry: :)",not sarcastic
Thanks @myhermes for losing my parcel but giving me someone else's. I'm nice enough to go give it to them though. Please DM me back soon 😐,sarcastic
i’m jealous of people that look good in their passport photos,not sarcastic
So when the #hulk gets mad he bursts out of all his clothes right? So why do his trousers stay on?!?!?,not sarcastic
Billy Gunn sorta relevant for the first time in years...,sarcastic
Why has Murray not already thrown this set? No way he comes back from 5-0and just tires himself out for no apparent reason.,not sarcastic
victoria has a crush on maluma,sarcastic
please i just want a gp that can prescribe me my bridging hormones,not sarcastic
"Lucky for @JoelEmbiid , only MVPs get tossed for those kinds of fouls #76ers #ATLvsPHI #hawks #NBAPlayoffs",sarcastic
"@AmazonUK why does Alexa UK not get improvements like Guard, Adaptive Volume, Male voice? Should we pay less for the devices than the US equivalent?",sarcastic
I don’t want to see makeup reviews of a brand new mascara. Show me the 20th time you’ve worn it. Even the worst mascara looks good when it’s fresh.,not sarcastic
"So you can’t really get huckleberries outside of MT/WY area because they’re hard to cultivate and need to be picked by hand at high altitudes, making them ~$65/lb. But bears love em and will go to town and eat like $300 of huckleberries in a sitting and I love thinking about that",not sarcastic
"Watched 127 hours... Kinda reminded me of this one time I got a bad splinter. Writing a book about it now, hit me up for an autographed copy",sarcastic
Cannot cope with uni reading it's doing my head in!,not sarcastic
REALLY wishing i was born 4 months eallrlier right about now #Election2016,not sarcastic
"@Jennyfurfuls Garlic has antiseptic qualities. However, a famous French dish that requires 40 cloves and wine with slow cooked chicken maybe a step too far.",not sarcastic
Birthday in 9 days and home in 15 👍😁,not sarcastic
Went through all the trouble of growing this bone helmet over my meat computer just for it to start hurting itself from the inside,not sarcastic
every date I go on I get a little scared will be phone swap,sarcastic
When your mother in law comes in the room when your in the middle of a Carole baskin shout out on stream 😂 now I have to explain why I had a helmet ⛑ on 😂 #streamstories #twitchstreamer,not sarcastic
"@agusriver13 Oh, I'd love taking on Culver as a reclamation project, and Hernangomez is a great backup. Only issue I see here is the earliest we could trade a first-round pick is 2027.",not sarcastic
"I love professional wrestling, y'all",not sarcastic
My dad is bringing me home Spider-Man Vans from Spain I cannot wait 🙌🏼,not sarcastic
"Submitted my application for PhD funding today, then shit myself and wanted to withdraw it 😂🙈",not sarcastic
I've got covid,not sarcastic
If Nick Lachey wins TMS I will be so bitter.,not sarcastic
why do david dobrik &amp; ben platt give off the same energy,not sarcastic
Tell my 18 month old to not put what is in her hand into her mouth. Her solution: try to shove it in Mom's mouth. #olilogic,not sarcastic
I can't count the amount of times over the years I've just forgotten I have my nose pierced and I've just been reminded again by a tiktok,not sarcastic
how does one go about not making things up and then convincing yourself that the thing you’ve made up is true what would u call that wrong answers only,not sarcastic
Love being called the devil for taking away someone’s phone at summer school🤗🤗🤗,sarcastic
How am i forgetting my mask this far down the line 🙃🙃🙃,not sarcastic
i love kyungsoo’s pictures so much they’re all so pretty i wanna share some with him too now,not sarcastic
Turning my head away from the ads that play at the gas pumps as a form of protest,not sarcastic
Just saw a cop riding a segway?!! So glad my taxes paid for that.,sarcastic
"#bbcqt It sure would be nice if Ms May decided to answer a question, rather than dance readily around it.",sarcastic
Does your pet have a middle name and what is it?,not sarcastic
"Man-spider. The story of a spider who's bitten by a human and now has the powers of a human. Working in an office, wasting money on artisan coffee, and giving up his bus seat to a woman who turns out not to be pregnant, but just ""likes sandwiches you a-h*le"".
#IntoTheSpiderVerse",sarcastic
"cold ears? take out one AirPod, leave it by the stove, and forget about it for 20 minutes 🤗",sarcastic
Love that The Paris Hilton doc opens w a Jesus and Mary Chain song,not sarcastic
I haven’t read enough Twitter today to find a reason to be cross that Kate went to the bandstand tribute so I’m going to remain just really moved and glad she did.,not sarcastic
I have more fun with my parents and boyfriend than anyone else. Is this old age?,not sarcastic
"Roses are Red
Violets are Blue
My first love was Championship Manager
Tommy Svindal Larsen and Kennedy Bakircioglu 

#HappyValentinesDay",sarcastic
"Is it just me, or do they keep taking The Associate on and off Netflix...",not sarcastic
spaghetti bolognese isn’t the same without garlic bread,not sarcastic
Beautiful exhibition of origami peace cranes at Edinburgh's St John's Church. https://t.co/XCwDzMLjsz,not sarcastic
"Had an end-of-the-year gathering with my ms coworkers tonight and it was just so nice to be together. 

Get vaccinated, guys.",not sarcastic
The Suicide Squad felt like a remake of the Watchmen movie where they actually kept the giant squid.,not sarcastic
the only ppl who should be worried about Biden’s tax plan r the ones who get gifts for easter,sarcastic
I may look happy on the outside bit on the inside I'm dying #painful #sad,sarcastic
Of course the moment I front the system is in utter chaos 🥴,sarcastic
"Oh yeah, FUCK Miyamoto for what he did to Paper Mario. Eat dicks, Shigeru.",not sarcastic
@sonofsama1 @Santandave1 you’re trash,sarcastic
"tiktok has a new girl saying, “time to go to bed, stop scrolling” &amp; i decided i’ll listen to her but only because she didn’t scream at me",not sarcastic
"“Oven ready, shove it in the microwave” and this man is our PM✌🏼",not sarcastic
"quit a high paying job for a blind fantasy with no family, no friends, no backup plan… deserved every tear streaming down his face https://t.co/y7KxPh3hwx",not sarcastic
I just had to call and explain to my bank that the 3 donations this past week to the @WWF were not fraudulent charges and that I did in fact intent to make them😅,not sarcastic
Bro Drake thinks about Rihanna everyday,not sarcastic
"hello i woke up last night to myself grouping psychoactive drugs out loud in my sleep-i’m so ready for finals to be over, wow!",not sarcastic
did you actually fly on a plane if you didn’t post a picture of the view from your window?,sarcastic
how can a person look at lizzo and not think she’s hot it makes no sense,not sarcastic
Got very excited that my national trust card arrived I am officially a grandma https://t.co/mtkWJCxwom,sarcastic
Every day Spotify insists I listen to ‘coconut’ by Harry Nilsson but I don’t ever have the heart to skip it so the cycle continues and the algorithm becomes further entrenched,not sarcastic
At what height in the sky does the Chicago bean look like a normal sized bean,not sarcastic
Home made pizza is in the oven! We've made one each so there'll be leftovers for lunch tomorrow. 😋,not sarcastic
"this sounds about right.  fuck you, kemp.
with your grimey ass. https://t.co/j1AfhaxDNa",not sarcastic
"One point of correction though (literally artistic licence!). At present, exercise has been shown to be effective in other autoimmune conditions but not specifically in APS.",not sarcastic
"@benshapiro it’s true, every time my little cousins put on their masks they choke to death and have to be revived. it’s very stressful for us.",sarcastic
dont you love it when youre just chilling in your room and then theres a spider and you kill it but when you kill it you spill soda all over your keyboard yeah me too,sarcastic
i kinda wanna make a teacher instagram 😅,not sarcastic
"Broke: doing assignments in order of due date
Woke: doing assignments in order of priority
Wired: spending 20 minutes on each class at a time and just go down the list",sarcastic
"@wearescientists I have checked your website, where is this?! It looks like a ruse and this has made me sad as I *need* it for my new baby to match my #smokingcat top. 😭😭
Please help! #coolestvestever https://t.co/YsBdNqvwlr",not sarcastic
Repeatedly saying “I’m the least racist person in this room” is a great indication that you are racist #Debates2020,not sarcastic
"AT&amp;T is truly amazing
They think my lg g7 is 3g only to the point where they sent us Walmart Altec phones and said they'd shut off service.
We called them, they told us to not worry and if the phones are fine they wouldn't be shut off
Guess what got shut off this morning? LOL",sarcastic
"just asked a patient if she'd like to schedule for the same time next week and she said ""no, but it was nice meeting you.""

well.... fair enough 😅",not sarcastic
Just like to congratulate everyone on the Kop today for the fastest ever Poor Scouser Tommy. Slow the fuck down,sarcastic
"Introject-heavy systems are really neat, keep trucking on you cool beans",not sarcastic
I love leaving the doctors office in tears. I need this kid to just decide to leave my body so we can be done and home together.,sarcastic
for the love of god someone please teach timothee chalamet how to enunciate,not sarcastic
"Oh wow, trolls really have a lot of time on there hands, jeez 🙄 they really don’t like getting banned #twitchtrolls",sarcastic
milk and cookies are an undefeated delicacy,not sarcastic
Efy is great,sarcastic
How to access alternate characters on the iPad https://t.co/caXzywahm3 via @niktronix,not sarcastic
The usps stamp catalog is incredible,not sarcastic
Having a window right in front of my bed is amazing right now! This breeze is doing me all sorts of goodness 😍,not sarcastic
i want grilled cheese but i dont wanna be shittin and fartin,not sarcastic
Why is everyone moving to Hawaii did I miss something,not sarcastic
a closed mind is a wonderful thing to lose💭,not sarcastic
hissy fit clothing I am obsessed with everything you do,not sarcastic
reading academic writing with the theoretical framework of being a hater,not sarcastic
trying to pavlov dog my way out of chronic dehydration :/ every 8oz I get a little treat,not sarcastic
“The number one freedom white people have in America is to remain totally ignorant about the injustices committed against those who are other than white” - Jane Elliot,not sarcastic
"Get your damn dogs out of the sun, it's not difficult 🐕🌭☀️🥵🥵🥵🤬",not sarcastic
"orange is a fruit, a flavour and a colour and an orange is all three combined, madness",not sarcastic
"if my emotions were a food, they’d be peeps, just show me the slightest amount of warmth and i will simultaneously melt and be on the verge of exploding",not sarcastic
What an incredible race #Formula1,not sarcastic
I think I'm restarting my YouTube channel 🙊,not sarcastic
That’s it for my first-ever live Twitter chat! Thanks for following along! #JMC4412,not sarcastic
"The goal is not to change history, it is to decide which parts we celebrate. Racism should not be one of them ..",not sarcastic
"apparently it's the biggest ask on the planet to find decently priced sandals with an enclosed toe. PLEASE, INTERNET. I just want to have vaguely summery shoes that don't involve me having my toes out to the world at all times lmfaoo",sarcastic
Andy Dalton is so atrocious,not sarcastic
"Happy Halloween 1st everybody, I hope everyone’s first day of Halloween was great :)",not sarcastic
I'm just living off salads and yogurt and loving it tbh,sarcastic
If a dude says “females” I automatically don’t trust him,not sarcastic
Just download the Researcher app - if anyone has tips please let me know 🙏,not sarcastic
today i told my supervisor that i had a dream where he fired me for being too mean to him and all he said was “please don’t dream about me again”,not sarcastic
I wish I had a green thumb,not sarcastic
Passed my PhD @LivUni_IVES today and I could not be happier!! https://t.co/mSOeoC61as,not sarcastic
